0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
아우기여우시당ㅋㅋㅋ 남편이랑 진짜 잘놀러다니시는것 같아용 보기조아요👏😍,크~~ 데님셋 너무 힙해요오~~😆👍👍👍,청청코디 너무 이뽀요❤️,럽스타에 깨알 뽀뽀샷 빠짐안대쥬😍 넘 예뻐요🤎,두분입맞춤 사진 너무너무 이쁘네요😍남편분 철봉운동 사진..운동하고싶게 만드는 팔근육입니다😂,우와 장미는 봐도 봐도 넘 좋아요❤️❤️,장미피드 너무너무 이쁘다용❤️❤️❤️,장미축제 이번에 4번갔는데...사람 엄청 많아서😢😢,여전히 사랑뿜뿜이시네료🫶🏻❤️,Beautiful garden! And you look very stylish 👏,장미 원없이 보고 오셨겠어요😍 청청코디가 눈에 띄어요💙 넘 예쁘셔👏👏,후쿠오카 가시나봐요!! 비안오길 바랄게요오☺️☺️,❤️,예쁘고 사랑스럽고 두분이 다하시네요❤️❤️❤️,
보기 조은ᩚ 울 언냐다..!!♡ྀི 수국 진짜 기대되눈걸요 오늘 왕 조은ᩚ 하루 보내요 ☔️✨♥️,사진 잘나왔어용ㅎㅎ❤️❤️,장미축제 막차 잘 타고 오셨네요! 넘 이뻐요 룩이랑❤️,빨간장미가 울님 데일리룩이랑도 딱인데요❤️ 중랑천 장미 넘 예쁜 것 같아요✨,장미보다 더 예쁘신데요 🥹?!,장미랑 커플샷 넘 이뽀요❤️,저만 이 부부 덩치차이 너무 설레나요...❤️,요즘 장미가예쁘게필때라 핫하더라구요ㅎㅎㅎ 넘나예쁜 신혼부부들❤️,와 포즈도 두분 표정도 넘 사랑스러운 커플이네여👏사진도 잘 나왔어요 럽스타 응원할께여❤️,무엇이 장미인가~~😍😍수국은 언제 핀대요?!,좋은 피드 저장했어요!,와앙 장미 가득에 울 님네 투샷❤️❤️ 러블리 그 자체잖아욥!!,두분 체격차이 이상적이네요❤️,꺄❤️❤️ 꽃속에서😍 색감 넘 예뻐요❤️,장미 예쁘네요❤️
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
그르게 연휴내내 비오더라구요😢 흑 그래두 즐주 보내세용❤️,미남.미녀👏👏👏😍,예쁜 장미 잘 보고가요 🌹 장미보다 더 예쁜 부부 사진은 더 잘 보고 갑니다 😍❤️,누가꽃이에유,선팔하고 가용,오랜만에 놀러왔어요 ㅎㅎ 인님 청청패션 넘 찰떡이네요😘❤️ 두 분 같이 찍은 사진도 넘 보기 좋구요👍,진짜 두분다 엄청 또렷하게 생기신😍 울님 청청패션도 넘 잘어울리시는데요~~🤭 선글라스도 넘 잘어울리시지만 전 역쉬 예쁜 울님 눈이 나오는 사진이 더 좋다는요~😆🧡🧡,휴일 끝나버린거 너무 아쉽지만ㅜㅠ 이번한주도 화이팅❤️ 투샷 너무 이뻐용><,얼굴이 조막만 하시네요👏👏 행복한 주말 연휴 보내십쇼🙌ㅎ,장미축제라니❤️ 좋은거 같이보면 더 좋죠!!!,매년마다 같이 꽃구경 한다니 ㅎㅎ너무 부러워요😍,핑크 장미랑 찍은 사진 예뻐요오💕이번 주말은 비가와서 아쉽지만 😢 울님도 짝꿍님이랑 연휴 즐겁게 보내고 오세요오❤️🫶❤️,꽃예쁘네요❤️,꽃구경은 왜케 해도해도 즐거운지몰겠어요❤️,
오우 청청룩💙 장미배경까지 넘 잘어울리세용😍,주말마다 데이트 넘넘 좋아보여용🌹🌹✨,장미넘넘 이쁘네요😍😍😍장미배경으로 의상도 넘잘어울려요👏👏👏눈에 확 들어오네요❤️,청청룩 짱 잘 어울리신다아😍❤️❤️,청청룩 넘 잘어울리셔요❤️,중랑천이 바로 코앞인데 가보지 못한 1인😂ㅎㅎㅎ,👏👏우와 저도 아내랑 가볼래요😍,벌써 장미축제😍  지금은 다 시들었을까요오😢😢,꺄 역시 5월은 장미의 계절이죠🌹♥️,장미꽃이랑 청청 너무 잘어울리네요😍,오오 장미축제🙌🙌 좋앗겟어여👍,청청패션 너무 이뻐요 저도 여기 갈라했는데 못갔는데 너무 이쁘네요❤️,청청이 이리 잘 어울리다니 👏👏👏👏,청청룩과 핑크 장미의 색조합이 찰떡이에요!❤️🌺,장미가 만개했네요 ><!
거울샷은 못참쥬😍,알록달록해서 아무데나 서서 찍어도 포토존이네요😍,위글위글 가보고싶었눈데! 지금도 하나요? 끝나기전에 가야겠네요 ㅎㅎㅎ,핫플 다녀오셧균용❤️,알록달록 넘 귀여운 스팟인데요?!😍 사진 왕창 찍구 오고싶네요🔥,꺄앙 남편분 어깨가 엄청 넓으시네요😍 울님은 넘 여리여리 사랑스럽고 예쁘신~☺️🫶🏻 정말 두분 볼때마다 넘 예쁜커플이신거 같아요🥰👍,거울샷은 무조건 찍어야한다고요 ❤️,귀여운거 많이 팔아서 구경가야겠어요❤️,3번째 사진 넘 깜찍한데요😍,너무 귀여우세요😍,3번짜 사진 넘 귀여운데용!!! ❤️❤️❤️,데이트 하러가기 좋을 것 같아요!! 기회되면 가봐야겠어용럽스타 👏👏넘 부럽네요❤️ 응원해요 럽스타🙌,어머 여기 그 유명한곳😍ㅎㅎㅎ,요런 귀여운 스토어 넘 좋아해요!,거울샷은 필수죠!!!!🙌🙌
우왕 여기짱인데요~~?ㅎㅎ데이지 졸귀탱✨💖,위글위글 가면 지갑이 막 열릴꺼 같아요🙉🙈,위글템들 넘 귀여워요🥺🤍🤍,데이지꽃 넘 ㅜㅠㅠㅠ이뻐요❤️,우왕 ㅎㅎㅎ여기 너무 아기자기하고 대박이네요❤️ 진짜 잘 못 하다가 텅장 되겠어요😂,위글위글 잠옷 아내 사주고 싶네요😍ㅋㅋ,너무 귀엽워요❤️ 꼭 가야겠는데요,귀여운 거 천국 🫣,이쁜거 넘 많아요~~~진짜 요기가면 텅장이 될꺼 같은🤣🤣🤣,요기 귀엽네요😍,꺄앙 울님 너무 예쁘셔😍😍 갠적으로 이날룩이 울님과 유독 특히! 더 잘어울리시는거 같아요~🤭🫶🏻(물론 다 예뻐용😆) 여기 넘 귀엽고 예쁜 소품 많아서 구경가고싶어요~~ㅎㅎㅎ❤️❤️,위글위글 완전 좋아해용 특히 곰돌이🐻🧸😍,여기 너무 귀엽네요,"꺄,,진짜시간가는줄모를거같은뎨요♥️♥️",혹시 서울 사시나요??
요기 요새 사람 너무 많지 않나요옹🙈❤️,와아.. 진짜 거꾸로 매달리신 듯 한❤️❤️ 신기하다아😮,오잉 거꾸로매달린것같아요😮재밌어요❤️,위글위글쳐돌이는 못가봐수 지금 너무 속상합니다요😢,여기 넘 재밋구 귀여워요❤️,오 저도 여기 가보고 싶던데..!😆 역시 핫하셔요❤️❤️,오 제남친이딱좋아할거같은🤣 이런팝업좋은데요👍👍,와웅😍😍대박 특이하다요😍  저두가서 찍고프네욧,너무 이색적인 포토존이군요😍,오잉ㅎㅎ 진짜 거꾸로 매달리신줄 알았어요👏,어머 색감이 예술이여요 😍😍주말에 가보고싶구만요👏👏,여기 넘 신기하네용🔥,중력을 거스르셨군요 ~_~ 🔥🔥 이번주도 화이링하셔용 🔥,대박🙊🙊🙊🙊,오오 신기해요 ㅋㅋㅋㅋ😂😂
,,,,,,,,,,,,,,
세상에나 여기 주말에 꼭 가야겟어요,와우 전시회 감성 터지네요 흐흐🩶🩶,꺄앙 울님 이날룩도 넘 예뻐용😍😍 울님은 여성스러운 스탈이 정말 넘 잘어울리시는~☺️ 여기 전시회도 가봐야겠어요!!😆🧡🧡,오랜만이에요! 하와이 여행 갔다가 이제 돌아왔어요🏄,오 전시회 요기 무료라니 저도 가고싶네요❤️,감성 넘치는곳 자주 가셔서 덕분에 눈호강합니당❤️,근처갓다가구경하기좋을거같아요😍,오 시간보내기 좋을거같아요😍👏👏,감성이 멋있네요!!,오 도산 갈때 들려야겠어요 😍 전시내용도 좋네요 ! ❤️,정보감챠합니다아아🙂❤️,우와.. 전시회 정보 감사두려요😍,전시도 같이해서 주말 데이트 코스로 좋을 것 같아요!,오 전시회 여기 가보규 싶네용❤️ 무료라니까 한번 가보는것두 넘 좋겠는걸용??😍😍,아웅 전시 그림도 예쁜데 인님두 예뻐요❤️❤️❤️
디저트 너무 맛있겟네요ㅎㄹㄹㄹ 에르메스 식기라니~~~~!!!넘 멋진데요!!!,에르메스식기라니...휴달달하면서 먹어야겠어요😂근데 카페 넘 이쁘네용,즈는 에르메스 1도 모르지만 ㅋㅋㅋㅋㅋ 뭔가 비싼곳에 담긴 디저트라니 특별한맛 날거같기도하고요…🫢🥰ㅎㅎ,데이트는 언제나 조아요옹~ㅎㅎ❤️ 음식들이 다 너무 이쁜데여😍,역시 에르메스 고급져보여요😍,음식들이 진짜 하나같이 다 예뽀요!!❤️❤️,분위기가 정말 장난아니네여,에르메스식기….넘 이쁜데요🤍❤️ 음식들도 다 맛있어보이네용,도산데이트라니❤️ 너무 좋잖아용ㅎㅎ 음식도 예쁜 그릇에 담기니 더 이뻐보이는❤️❤️,에르메스카페라니 꼭한번 가보고 싶네요🩵 너무 예뻐요✨,데이트 쪼아요 .∗̥✩⁺˚♡ 진짜 이뿌다 ❤️..❤️,예쁜 플레이트들 보기만 해도 설레요 😍  저두 다른 건 몰라도 랠리는 갖고 싶은데 단종되어 그저 아쉽구우🥺,ㅎ ㅏ케익한입 콕 먹고싶어요 ㅎ,디저트도 넘 이쁘게 나오고 에르메스라서 더 좋네요❤️,그릇보는 재미도 함께하는 곳😍
저 회사근처가 도산공원인데 이런곳이 있는지 몰랐네요!! 바로 검색해봐야겠어용 ㅎㅎ 더운데 해쀠수요일되셔용,첫번째사진 정말 두분 연예인부부같아요😍미남미녀..거기진짜 좋은곳이네요..한번기회되면 가보고싶어요^^,도산공원 근처 이쁘고 가성비가 좋은 곳이 있었네요! ㅎㅎ 두분 넘 잘 어울리세용,우모크 네이버지도 저장하고 왓어용ㅎㅎ 다음에 꼭 가봐야징❤️,두분 너무 선남선녀에요~ 좋은시간 보내고 오셨네여💜💛💜 오픈키친 좋아요 ❤️,옴훠😍😍 이집 분위기 머선일~~!!😍 넘 좋다요~~,선남선녀 두분🤍🤍 요기 데이트 분위기 제대로 나는데요😍,너무 이쁜 부부에용❤️,두분 선남선녀에요 잘어울려요❤️,우와- 콜키지 프리라니🫶🏻ㅎㅎ 넘 좋은 걸요ㅎㅎ뎃투장소로 딱일 고 같아요ㅎㅎ,와 너무 이쁜데요 😍,데이투 장소로 너무 좋으셨을 거 가타요!! 투샷은 언제나 옳아요오❤️❤️,남편분이랑 투샷두 넘 잘어울려용❤️❤️❤️,두분 언제 봐도 잘 어울려요😍,"두 분 엄청 잘어울리세용 비주얼 부부,,❤️ 여기 너무 맛있어 보여용 ㅠㅠ 분위기도 굿"
우아 로맨틱남푠👏👏👏당근 꽃보다 고기죠🤣아주 현명하십니다ㅋ,로즈데이도 있었군요😍 ㅎㅎㅎ,오늘이 로즈데이 였어용?😍 엄훠~❤️ 로맨틱 한 신랑분이시다요~~ 한우 넘맛나보이자냐요😍,남편이랑 데이트❤️ 좋으셨겠어용 ㅎㅎ,ㅋㅋ암요 꽃보다 고기 맞죠😍😍 너무 좋은곳가셔서 맛난거 먹으며 행복한 시간 보내셨겠어요~ㅎㅎ 남편분 센스 최고!!ㅎㅎ😆,우마카세 진짜 맛있어보이네요! ㅎㅎ 샴페인까지🍾🥂,역시 기념일엔 맛난거 먹는게 최고죠❤️❤️❤️,로즈데이인지도 몰랐어서 슬프네욬ㅋㅋㅋㅋㅋ,우마케서 비주얼 대박인데요♥ 너무 맛있어 보여요 ♥♥,고기킬러 여기 또 있구요🙌 ㅋㅋ 우모크 저장 합니당😍,비쥬얼대박이네요❤️❤️❤️,너무 맛있겠어요!!역시 좋은 음식엔 샴페인이나 와인한잔이 딱좋죠❤️,로즈데이엿어요??? 우리 남편아 뭐햇냐!!!!!! 부럽습니당,아 두번째 사진보니까 너무 샴페인 땡기는데요. 날도 덥고ㅠㅠㅠ 집 근처 와인앤모어에 떼땡져 할인하던데 저녁에 다시 가볼까요👀 우모크 가격도 좋은 것 같아용!!,분위기도좋고 데이트하기 딱인데여😍😍
요기 함 가바야하는디 대기가 70명이라닛🙉 그래도 넘 인생샷❤️,이얏ㅎㅎㅎ뷰가 멋져서 그론가요ㅎㅎㅎㅎ대기가 70명…. 실화인가여,여기 핫하죠 저도 가보고싶드라구여😍,어휴스벅대기가 70명이러니😢그래도 뷰는 끝내주네요,"뷰 넘 이뿌자나요?!♥️ 언냐도 넘 이뿌네ᩚ요,,🎶",오옹 뷰가 넘 좋아용😮👍🏻💕,유투브로만 보면 스벅북한산이네요 ㅋㅋㅋ 70명 대기 금방 빠지죠! 저도 요기 가보고 싶어요! 명당에서 사진찍어보고 싶네용,여기 뷰 진짜 좋네요😍,속이 시원해지는 뷰 맛집이네요💗,"포즈가 모델이신데요오~? 아니, 모델이 부업?😆👍👍",요기 한번 가봐야지~가봐야지하고 아직도 못가봤쪄요😢,꺄앙 북한산 뷰도 넘 멋지고 울님도 넘넘 예뻐용😍😍 스벅은 정말 어디로 가도 사람이 많네요 ㅎㅎ 대기가 70명이라니…🙀🙀ㅎㅎㅎ,오오오 여기 사람들이 엄청 많겠지용~~ㅋㅋㅋ스벅도 요즘 다양한 인테리어가 많더라규용 ㅋㅋ,진짜 요기 인생샷 남기기 정말 좋았어요😍❤️,와 뷰 너무멋지네요👏
"우와 진짜 옥수수랑, 선인장처럼 생겼어요!! 😮😮케이크인건가요?? 가면 옥수수 먹어보고싶어요오🌽💚",선인장 녹차아슈크림이라니. 😍,디저트가 정말 특이 하면서도 맛있겠어요❤️,뿌엥 너무 귀야워용🙌,꺅 저도 저번주에 요기 다녀왓는뎅 😍옥수수 품절이라 선인장이랑 초코빨미까레 묵엇어요 😂😂 맛잇던데요,ㄷㅐ박 비쥬얼이에요 맛도 궁금해요❤️,디저트가 더 너무 예쁘네요😍,우와 선인장 디저트라니😍 너무 기엽고 먹기가 너무 아까울 것 같아용😍😍😍,디져트 진짜!! 이런게 창의력 같아요!! 진짜 맛이 너무 궁금해지내요👍,선인장 녹차아이스크림이라니ㅎㅎ 너무 귀여워요☺️☺️,디저트 너무 귀여워용❤️,와 이런 디저트 처음봐요 ㅎㅎㅎ 진짜 먹어보고싶네요 ㅋㅋ,신기한 디저트들인데요 ???!!! 엄청 새로워요ㅋㅋㅋ🌽🌽,우왕~ 선인장 디저트 넘 귀여워요💚,크흙 선인장 케이크🌵 넘 긔여워요오오오😍😍😍
헐 너무 귀여운 흰디!!😍 울님까지 더해지니 넘 귀여운 투샷이네요❤️,오늘도 너무 이뻐요,꺄앙 울님 정말 넘 여성스럽게 예쁘셔😍😍 흰디 진짜 넘 귀여운데요!ㅎㅎ이번주말엔 비 안올거같아요~~🤭🧡🧡,사진 이쁘세용😍,귀여운 캐릭터 🍥♥️ 언니두 넘 이뻐요 오늘 ?!☘️,더현대서울공간 넘 예쁘네요 ❤️ 울님 착장코디도 넘예쁘시구❤️❤️ 이번주말엔 제발 비안왔으면 좋겠어요 🥹🥹,예쁘세용❤️❤️,귀여운 공간들이 가득하네요!!🙌,❤️,피드~🥰😁 잘보고가용~👏🥰,,,,,
맞아요!! 이때가 아니면 못보니깐 ❤️❤️,우와 4월에 갔을 때만해도 대형 꽃 팝업 전시였는데💕어느새 빨갛게 물들었네요오😍남편분도 기다려주셔서 너무 좋으셨겠어요!!🔥❤️🔥,꺄아 사랑스러운 느낌 가득하니 너무 예쁜 포토존이네요❤️,와우 이번주말에 더 현대 가볼가 했는데 이런 재밌는 곳이 있었네용🔥,삼십 분 기다릴만 하네요❤️,여기 완전 하트 천국이군용❤️ ㅋㅋㅋ 남편분 최고시다!!! 저도 현대팝업 넘 좋아하는데 언제 가려나 싶네요 😂,와우 요기 배경 장난없네요😜,와 실제로 보고싶네요😍,눈이 아프네요 진짜😮😮ㅋㅋㅋㅋㅋ,저도 주말에 예랑이랑 더현대 가야겠어요 넘이쁘네요 ☺️,❤️,,,,
포토존도 넘넘 이쁜거 같아요 ❤️❤️,사진 보니까 더현대서울 가고 싶어져요🥲 소통하고 싶어서 선팔했어요 종종 들를게요😘,하트모양 포토존 탐나네융✨♥️,인님 백이랑 깔맞춤느낌❤️ 여기 포토존 맞네요😍,포토존 하트가 가득이네요😆,하투하투❤️❤️❤️넘 예뿌세용😍,하트하트 넘 러블리해요❤️❤️,포토존은꼭찍어야해요😍😍,하트가득한 이렁 포토존에서 인생샷 마구마구❤️ 인님 넘 이뻐요🥰,ㅎㅎ헤 이뿌댜요💭♥️🎶,하트하트 포토존도 모델도 이쁜데요? 🤭,하트모양 배경이랑 울님이랑 너무잘어울리신다요오😍,하트하트 포토존이네요😍😍,저런포토존못참아요 ㅋ이뿌당,피드가 너무 예뻐요~ 소통하고 지내고 싶어서 선팔하구 갑니당 ㅎㅎㅎ🙌🙌
전시도 함께 볼 수 있어 좋을것같아요 😍😍,역시 비오는 날 실내데이트 최고!! 전시도 볼 수 있어서 더 좋은데요😍❤️,더현대 실내데이트로 너무 좋져❤️이뿌시당,데이트 즐거우셨겠어요❤️,더현대 데이트 하셨군요👏 트렌치 너무 잘어울리세요👍,비오는날은 실내 데이트가 좋고죠~ 이쁘게하고 데이트 하셨네용😍,에르백 넘이뻐요❤️,팝업 볼거리가 많다니 가보고싶네요😮😮,더 현대 팝업 너무 이쁘고 재밌는게 많은 것 같아용❤️,더현대 데이트하기 너무 좋은곳ㅠㅜ,사진이 넘 예뻐요☺️ 하나 여쭤봐도 될까요??,❤️,안녕하세요!! [서울핫플레이스] 관리자 입니다 다름이 아니라 [5월에 꼭 가봐야 할 핫플] 컨텐츠를 제작 중인데 사진을 너무 예쁘게 잘 찍어주셔서 저희 채널에서 출처 남기고 소개 해드리고 싶은데 괜찮으실까요 ~? [서울핫플레이스] 팔로우 해주시면 업로드 후 사진 확인 하실 수 있으니 제 계정 프로필 들어오셔서 사진이 올라가는 채널 아이디 확인 하시고 팔로우 해두시면 사진 확인 가능 하시니 팔로우도 꼭 부탁 드립니다 :D,,
,,,,,,,,,,,,,,
실내데이튜가 짱이쥬..! 저는 집콕😁 할고에요 흐흐,맞아요!! 비오는 날 무조건 실내데이트죠!! 더현대서울 저도 가보고싶은데 매범 울님 사진으로 대리만족😍🫶🏻,맞아여 ㅎ 실내 데이트가 최고 ㅋㅋㅋㅋ,그렇져! 비올땐 실내 데이트죵 ㅎㅎ💕,뒤에 포토존이랑 잘어울리는데요ㅋㅋㅋ😂,꺄앙 오늘도 넘 예쁘시쟈나용😍😍 트렌치코트 입으시니 넘 분위기있어 보여요~☺️ 더현대 한번씩 가면 사람이 너무 많아서 좀 힘들기도 하지만 재밌더라구요😍❤️❤️,어린이날 비와서 너무 슬픈데 실내 데이트 너무 이쁘세용❤️,더현대는 팝업이 매일 바껴서 구경하는 재미가 쏠쏠할꺼 같아요❤️,팝업보는재미❤️ 넘 귀여운데요😍,흰디 넘 귀여워요❤️,실내데이트 넘 좋아요😍,❤️,,,
그림들이 정말 이쁘네요~어떤그림 옆에 서 계셔도 너무 멋지시네요😍저도 그림보는거 볼줄은 몰라도 좋아해요..그래서 백화점갤러리가서 그림들 바뀌면 꼬박꼬박 보러가요😂공짜갤러리😆,우왕~💛💜💛 인테리어 소품보면 다 갖고 싶은 게 문제ㅠㅠ 그런데 거기에 맞춰서 생각해서 산다는 게 생각보다 어렵더라구요ㅠㅠ❤️,어머머 소품 구경하는 재미도 쏠쏠,꺄앙 이날 울님 룩 너무 예쁘게 잘어울리시네용😍😍 맞아요 어떻게 꾸미냐에 따라 분위기가 정말 많이 달라지는거 같아요 ㅎㅎ❤️❤️,전시회 가고싶어지는피드네요🤩,맞아요!! 진짜 집은 인테리어에 따라 분위기가 확 달라지는 것 같아요❤️,그림 보러 다니면서 힐링 하기 좋을거 같이요😘,그림 1도 모르는 막눈이 보기에도 넘 멋진 작품들이네요👏,신혼 일상 보고싶어서 왔어요 소통하고 지내요오🤍🩵,꺄 저도 그림 좋아해요❤️❤️ 여기선 대충 사는데 한국이었으면 엄청 다녔을듯요😍,너무 매력적이세요!😽 인친하고 싶어서 선팔하고 갑니당👐,소품 저렴한거는 역시 모던하우스❤️,저도 인테리어 소품 구경하는 거 재밌더라구요😍,❤️,인테리어 소품 구경하는 재미가 쏠쏠하죠~ 저두 한번씩 보러가면 시간가는 줄 모르게 구경해요😆
"저두 이 뮤지컬 너무 보고 싶었던건데🥹 엄청 슬프다던데,, 저두 기회되면 엄마랑 보러가야겠어요!",엄마랑 뮤지컬이라닝 .∗̥✩⁺˚♡ 진쨔 좋은ᩚ 시간 보내셨군뇨♥️♥️,제목만들어도 너무슬플거같아요😢😢,너무 슬펐을거같은데요😢😢,"제목부터 눈물이,,🥹 친정엄마랑 같이 보면 더 좋은 추억이 될 것 같네요❤️",엄마랑 같이 너무 보고싶어요😍😢 ㅋㅋ,우얼 넘 감동적인 시간되었을것 같아요🥹,와우 김고은이라니 넘 좋으셨겠어요😍 마음씨까지 예쁘셔..❤️,❤️,,,,,,
저두 이번에 튤립 못 봤어요🥹 울님 튤립사진으로 대리만족 할래요!! 울님두 예쁘구 튤립도 예쁘구😍🌷❤️,청청 소화하기 어려운데 찰떡이시넹ㅎ❤️,완전 봄 느낌이에용 ㅎㅎ🫶🏻🫶🏻이뿌이뻥✨✨,청청넘 예뻐요💙🫶🏻🫶🏻ㅎㅎㅎ,청청룩 넘 이뻐요 역시 돌고도는 패션💙🤍💙ㅎㅎㅎ 튤립 너무 이쁘구 울 님도 ❤️❤️❤️,청청 너무 잘어울리시네용❤️,진짜 이국적이다요오😍😍 튤립앞에있어두 빛나는미모😍,요즘 데님 스타일 너무 예쁜거 같아요 😍 울님한테 찰떡!!,마자요 그래서 옷은 버리면 안대요 >_<❤️,알록달록 튤립이뿌네요😍😍,청청 스타일 너무 이쁘신데 튤립 저도 보고 싶어져요❤️,예쁘세용❤️,"You look like a fashion model! Thanks for taking the time to visit my Instagram so nice of you,, send you greetings from Massachusetts.🌺",[스타일시크] 코디랑 튤립 경치 둘 다 너무 예뻐요 😊❤️,❤️
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
탁 트인 바다 뷰 색감부터 예술이네요!!🩵 저도 고소공포증 있는데 겁 엄청 먹었을거 같아요😂,저도 고소공포증이 있는..ㅋㅋㅋ 여행 재밌었겠어요 ㅎㅎ 힐링도되구요 ㅎㅎ,추천떠서 들렸다가 신혼일상 소통하구 싶어 선팔하구 갑니다🕊️,와 너무 멋져요👏,"제가 갔을땐 휴일이라 위에는 못 가봤어요ㅜㅜㅜ 경남에서 강원도까지 간건데,, 휴일생각을 못했네요😂",우와 전망 진짜 깨끗하고 예뻐요!!! 바닥이 투명해서 좀 무서우셨겠어요😂,우왕~~~ 넘넘 즐거우셨을것같아요!!! 전망대는 피드로 살포시 만족해야겠네요😂  쫄보는 웁니댱,도깨비손에 들어가 찍은사진 넘귀엽고 이쁘세요😍😍😍강원도 여행 가고싶은 충동이 마구마구 스멀스멀 올라옵니다😂😂😂,우와~~ 보기만해도 아찔한데용,길쭉길쭉 늘씬한 울 님 밖에 눈에 안 들어온다구요🫣🧡,우왕 바다도 멋지지만 스타일 너무 좋으시네영😍,와 이쁜데요😍😍,우아아!스카이 전망대 너무아름다운데요❤️❤️예뻐여!❤️,바다가 너무 예뻐요 ㅎㅎ 선팔하구 갑니다 자주 소통해요! 제 피드와서 명품도 구경하구 가세요 ㅎㅎ 자주 들를께용👏,❤️
꺄아아 모래에 이니셜남기는거 넘 풋풋하구 설레이죠😍🫶🏻,ㅋㅋㅋㅋㅋㅋㅋ공감😂 요즘은 바다가면 물 근처에 가지도 않고 저 멀리서 바라만보지요ㅎㅎㅎㅎㅎ,바다색 무엇😍이번사진들도 액자네요❤️❤️❤️다 너무이뽀용😍😍,삼척넘좋쥬~~저도 신혼일상계정 파본 4월에 갓 결혼한 새댁이예용! ㅎㅎ 선팔하고 가요 소통하고 지내요😍,바다보니 마음이 탁트이는데요 ㅎㅎ,ㅎㅎㅎㅎ추억 새록새록 하셨나요😆💕💕,역시바다가면❤️ 모래사장에 글쓰기는 필수쥬❤️ㅎㅎ,ㅋㅋ 스윗하십니다 😍 선팔하구가용찐소통해요❤️❤️❤️,좋은곳 예쁜곳 많이다니시네요 잘보고갑니다.. *˙︶˙*)ﾉㅋㅋ♥'',모래에 이니셜적기 안한지 오래됐네용🫠,ㅎㅎㅎㅎ저도 오랜만에 바다 보고싶네요 남편이랑 😂,껌딱지 반려견과 스윗남과신혼생활중인~ 새댁입니다~🧡일상소통하고싶어요 💙,추암해수욕장은 처음 들어보는데..! 저도 나중에 한번 가봐야겠어요 ㅎㅎㅎ,추억도 떠오르고 바다뷰도 너무 좋네요!😍,❤️
넘보기좋아요👏👏👏재밌게 여행다니시는거 완전 보기좋쿠 현명하신거에요~다닐수있을때 많이많이 다니기!아이 생기기전에 둘이 다니는 여행 많이 다니세요🔥,ㅎㅎ 보기좋으세용💙,꺄앙 두분 진짜 선남선녀😍 같이 노는게 젤 재밌는 사람과 결혼하는게 최고로 행복할거같아요 ㅎㅎ 울님 이날도 넘 예쁘세용~☺️🧡🧡,언제나 행복하실거에요🙌,꺄아 맞아요!! 저두 짝꿍이랑 여행다니며 놀때가 제일 재밌어요!! 두분 넘 잘 어울리셔요😍💙,저두 남편이랑 여행다니는거 넘 조터라구용❤️❤️,남편분이랑 여행 자주 다니시고 부러워용~~❤️,꼭 잡고 있는 손❤️ 두분 너무이뻐요❤️,평생 짝꿍이니까ㅎㅎ 예쁘게 여행다니는 사진 많이 올랴주세용❤️❤️,두분 행복해보이셔요👏👍,꺄 강원도 여행❤️ 남편이랑 여행다니는게 제일 재미있다는 말 동감이에요!,늘 알콩달콩 보기좋아요😍,Bellos❤️ Saludos desde Estados Unidos,❤️,피드가 너무 이뻐요 제 피드도 놀러와 주세요💛
저도 바다 보러 가고싶어지네용 ㅎㅎ,꺄아 속이 뻥 뚫리는 바다뷰 너무 예쁘구 바다색까지 최고네요💙,우아~ 진짜 너무 이쁜 바다색 💙💙💙 저도 바다가 가고싶어지는데요~ ㅋㅋ귀여운 하트 ~💙💙💙,저두 바다뷰 넘 보고시포용!!!! 삼척 바다 진짜 깨끗하네용🩵,완전 바다 화보샷👍 최고에요🤩,ㅂㅏ다보면 힐링되죠🙌,진짜 바다 색 너무 이뻐요ㅜㅜ 햅삐한 울님이랑 넘 잘어울린당💙🤍,딱 십년전에 놀다왔는데 여전히 넘 이쁘네요 😍,삼척이 좀 멀긴 하지만 가면 넘 깨끗해서 왕 만족 했던 기억이😍,우와우와 바위모양이 증말 신기해요😮,바다색이 넘 이뽀요❤️,❤️,이뻐요🥰❤️❤️ 좋아요 누르고가용~~🥰,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
