0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
저번에도 이번에도 80-100정도 금액치 향수 로션 오일 다 별님 믿고 구매 💚💚 심지어 목욕녀도 성공 ㅠㅠㅠㅠㅠ아직 남앗지만 구매해꾸 마와도 160가격치사구 이미 별님네 쇼파 쓰구잇구 이제 침대 살거라구요?🫶🏻🤍🤍🤍,어제 운전하면서까지 도전한 결과에 제 눈을 의심했는데 30초컷이 맞았네요.. ㅋㅋ 오늘은!!! 기필코!!! 🔥🔥🔥,향수 잘 안뿌는데 라방보고 베르벤느 향수사고 크레송바디로션구매했어요..❤️ 무난하게잘사용할수있겠죠?😍,오마이갓 한번 해보기나 하자 했는디 이리드말트 줍줍 성공 뭐져🩵,"크레송과 베르벤느 계속 고민 중이에요 ..! 리켄데코스 너무 좋아하고, 밀로비 쏘쏘(전갈좌보단 좋아요 빗장은 손이 잘안가더라구요), 산타마리아노벨라 프리지아랑 바이레도 블랑쉬와 라튤립, 프레쉬 헤스페리데스 좋아합니다!",베르벤느랑 바디오일 샀어요. 바디오일은 페루 ㅋㅋ,"네시 노립니다,,,제발 ~~~~","진짜10시떙 들어갔는데 1분도되기전에 품절이래서 오류인줄 알았져,,,ㅠㅠ 실패...",이리드말트ㅜㅜ갖고싶어요,저 기다리다가 잠들어서 새벽에 깨서 보니 품절😂이번에는 꼭 성공해야게쒀요🔥🔥🔥🔥,꺅 목욕녀 꼭🔥🔥🔥🔥 감사합니다❤️❤️❤️,드디어오늘💛💙💚🧡❤,진짜 인테리어 용으로도 너무 예쁜 불리✨️✨️✨️,아니 다들,@mihak_workout  난 향수사고싳어
지금 불리 페루꺼 너무 잘쓰고 있는데 여름용은 어떤게 어울리고 불호가 아닌 호!! 일까요~?😂 시향을 못하니 어랴워요ㅠㅠㅠ,별샘님 신랑이 리켄데 쓰고 있는데 크레송으로 하렸는데 무물에 여성스런느낌은 아니지만 남자한테 어울리는향은 아니라그래서 다시 뭘 골라야하나 고민이에요🫠저눈 그로세이랑 베르벤느 고민이고요..🫠 달달과 상큼함 이것 또한 난제..🫠 밀로비랑 로즈도 넘 잘고 있지만 여름용 들여야쥬🫶🏻💗,"샘님 목욕녀포함 레자뎅이랑 다햇을때 원픽이 어떤거에용? 저 진짜 모 사야하지…. 😮😮😮 인생최고의 난관… ㅋㅋㅋㅋ 참고로 밀로비, 리켄데 잘쓰거있습니다아 … ❤️","공구하셨던 불리향수는 다 사서 개봉 했는데 6개월 내로 써야하는걸까유,,? 전 게시물 보니 그런듯 해서요!! 이 향수도 가지고싶은데 욕심일까유😂😂",바디로션이랑 같이 사용하면 지속력 확산력 모두 올라갈까요???,남녀 둘다 쓸만한 중성적인 향은 어떤걸 젤 추천하실까요..!.!!!! 😍,공병까지 넘 완벽한 구성이라 안 살수가 없오요.. 게다가 바디워시는..? 바디워시가 증정이라니!!🩵,좀전에 맡아보고 왔는데 베르..베느..? 넘 조아요!!!!!!!🔥,하....공구하는지도 몰랐어요ㅠㅠ목욕녀 재입고 안되나요....???,이리드말트 재입고는 ..😢,아 아직두 못골랏어여ㅠㅠ어떠켕,우디한향 좋아하는편인데 불리오일은 처음이라 추천부탁드려😂,불리 기획전에 이런 댓글 죄송하지만 제습제 언제 또 공구일까요? 저희 엄마가 궁금해 하십니다ㅋㅋ,엄청기다리고있어요!!!,결국 크레송 했다는🤣
놓치지않을꺼에요,다시 구매할수있게 해주세요… ㅠㅠ 30초컷이었어요,목욕하는 여인 바디로션이나 오일은 혹시 진행 안하시나요,목욕하는여인향 너무 좋죠😍,품절인가요,향 목욕녀랑 똑같은거에요?? 이름만 바뀐거에요?,육아하면서 향수에 1도 관심이 없었는데 별샘님 인별 볼때마다 뭔가 꼭 사야될 것 같아요 정말 ㅋㅋㅋㅋㅋㅋㅋ,🏷️,비쥬얼이 일단 합격입니당 👏,끝났나요,와아... 줄섭니다 별샘님😳 컬러 진짜 대박쓰... 혜택도 대박쓰 놓칠 수 없어요....,"다른제품이야기지만, 혹시 메이썸머러그 2평은 재입고는 안될까용...🥹🤍",라방 기대기대 해용 크크크,가격대가 올마인가요! 저 이번에불리성공할래여 ㅠㅠ,@b.hee___ 야 요거
향별로 다 써보고 시퍼욤!! 기존것도 너무 조아사 살건데 새거도 사고 텅장예고ㅎㅎ 근데 이름이 왜케 안외워 질까윰😂😂 몇번 확인해버는 나..ㅎㅎㅎㅎㅎ❤️,불리 큰거온다…💚🩵🤍겨울에 전갈좌 사고 최애였는데 여름에 꿉꿉해서 향수 잘 안뿌리고 다녔거든요ㅠㅠ향처돌이인 저에겐 희소식..기대되요 완조니🫢🫢,불리는 믿고 사죠❤️ 민트 케이스까지 너무 예쁘네요😍,스토리공유완료🌿🌿💚💚💚 패키지도 넘 이쁘네요😍,"진심으로 불리 네*버라이브로 판매하는거 유혹 뿌리치고 별샘님 기다렸ㄸㅏ요..💚🩵 이러실줄 알았어!!!!! 기다린 나 칭찬칭차내!! 원래 향수 많이 뿌리면 머리아파서 한번만 뿌리는데 별샘님 덕분에 향수 바꾸고 불리는 3,4번뿌려요 왜냐! 막 뿌려도 부담스럽게 향이 진동하지 않우니까!!!!! 바쁘게 외출할때도 실수로 얼굴에 뿌렸는데도 아무렇지 않아...... 워🤭",불리 모에요 패키지 더 예뻐졌어🥹 돌아와서 너무 반갑다요🙌🏻 스토리 공유 완료요❤️,고급져요고급져😍,하 패키지 컬러봐여... 💚💚💚💚,스토리 공유 완료💚 불리 향수 경험 못해봤는데 넘 궁금해요😍,진짜 목욕녀 전갈좌 써보고 인생향수 등극했는데...보기만해도 싱그러운 신상 참을수 없어요ㅠㅠ❤️🔥,이거랑 목욕녀랑 어떰거 추천 하세요 ❤️,하 ❤️❤️❤️❤️,넘궁금해서 면세가서 맡아봤는데 토마토가제일좋더라구요 블리맡고 다른매장갔는데 알콜향이너무강해서 깜짝놀랐어요 다른향수시향 못하겠더라구요 😂😂😂,불리 넘 좋아요 증말. 게다가 새로운 패키지컬러 뭐죠 우와아🤍,"하 진짜 이건 못참겟눈데영,,,🔥"
별샘님 베이지크기초 7월없나요?ㅠ.ㅠ,쿨링패드 언제 오픈하는지 여쭤봐도 될까여~?,두번 째 식당 어디인가용~??🥹,저두요💚 더워도 여름 좋아요🙈,저두요 별샘님 여름이 젤 좋아요😍,,,,,,,,,,
고사리 익혀사 넣어야할까요?,치즈 어떤건가요?? 내일 도전해봅니다😍,웍은 어디 제품이에용?,오 해먹어봅니다 😮,우와❤️ 너무 맛있어보여요😆자세한 레시피 감사해요😍,저 고사리쳐돌인데! 꼭 해먹어봐야겠어요..🙊🧡,진짜 맛있겠어요ㅎㅎ 해먹어볼게요^^,진짜 해먹어보고싶네요~ 차돌에 고사리라니👏,아..진짜 맛있겠네..🤤,국자 정보 좀 알려주세요!!!,@hwa_sm_  맛있겠댜…🥹,@m_myungil  오빠이거해먹자,@yui.hari.son,@parkyehjinn,
마와 또 안 하시나요ㅠㅜ,골프계정 있으셨던거 같은데 못찾겠어요ㅠ 웨어 입으시다가 초청받기도 하셨던 그 골프웨어 보려구요,드레스룸자체가 넘 깔끄미해요,내년에도 해주세요….,구매하긴했는데 지에스홈쇼핑이 왠지 더싼거같아서요ㅠㅠ 몇십 덜덜 떨며 주문 했는데 잘한거겠쥬 사은품 가방걸이 안넣어주나요.. ㅎㅎ,드레스룸 저도 이렇게 오픈형으로 하고파요 ❤️,첫 구매하려고하는데 어떤식으로 주문하는게 좋을까요,드레스룸은 어디껀지 궁금해용,하나 파손되서오고 42ls사이즈는 10개 시켰는데 5개만 왔습니다 어디연락드리나요?,실루엣 라이트 추가 구매하려고보니 화이트 품절이네요 ㅠㅠ 혹시 수량 더 없을까요?,드레스룸 어디껀지 궁금해요😢,요즘 바빠서 인스타 못했더니 놓칠뻔했다요😱😱😱😱,정말 시스템장 궁금하네욯ㅎㅎ,@kominsu42 옷걸이 싹 바꾸까,@charlesuuuuu 당신이 원하는게 혹시 이런거?
상단 고리 돌아가나요?,옷걸이 이후에도 추가 공구 있을까요? 10월말 이사인데 지금 사야되나 넘 고민돼요ㅠ,옷걸이 재입고 오픈시기가 언제쯤될까요,키즈바지걸이는 품절인데 재입고될까요... 🥲,"마와 입문하려고 하는데 여름용 티셔츠, 셔츠, 원피스, 얇은자켓류, 바지(치마)엔 어떤 구성으로 사면 될까요? 🧐",며칠까지 공구인가요?? 진짜 최소 300개는 사야.. 다 바꾸겠어요 ㅎㅎ 지금 또 주문했어요🙆‍♀️,무게감 있는 맨투맨이나 니트는 이코노믹으로 사면 될까요🧐,마와 옷걸이 공구 마감은 언제인가용??,키즈 바지옷걸이는 언제쯤 재입고 되나요!,원피스옷걸인 어느걸로함좋을까요?🤗💚,구매완료 9714🔥❤️저번에 모자랑 가방 걸어두신 사진 보고 자꾸 아른거려서..🎁 주문해버렸어요 🥲🤍,구매완료요😍 늘 드레스룸이 정돈안되서 신경쓰였는데 장마때 한번 뒤집어 엎을께요🔥🔥,"안녕하세요! 티셔츠, 카라티, 셔츠, 맨투맨, 니트, 원피스(카라 있는 것도, 없는 것도 있어요) 아우터(바람막이, 패딩 등), 바지, 치마 걸고 싶은데 어떻게 구매하면 좋을까요?","ㄴㅣ트,티셔츠는 어떤 옷걸이를 선택해야할까요??",@95_smile_k
구매완료💫 샀는데 왜 항상 부족해요..,구매완료🙂 왜 마와는 사도 사도 부족한지 오픈할때마다 자꾸 사게 되는 매직...⭐️,구매완료 🤍 지인짜.... 지금 벌써 4번째 구매에요..... 돈만 많으면 한번에 다사버리는데.. 돈없어서 찔끔찔끔삼.... 근데 진짜 비싼거 알면서도 공구 목빠지게 기다리는 아이템...!!! 호두씨땜에 별샘님 알게됐는뎅.. 호두님이랑 샘님 아니었음 나 마와도 모르고 죽을뻔함 😭😭😭 마와 좋은거 진짜... 나만몰랐어😭😭😭,구매완료! 옷걸이도 사고 이번엔 가방걸이도 사보았어요~!!,구매완료🔥 지난번공구때 드뎌 마지막으로 사요 하고는 별샘님이 아닐거라고 하셨는데.. 후후.. 오늘도 결제했어요..🫠 왜 사도사도 모자르냐 마와.. 😭🩵,구매완료했어요!!!!😆 기대됩니다🩷💜🐰💜🩷,구매완료🩷 첫구매에 몇십개 사는거 맞는건가여 ㅋㅋㅋㅋㅋㅋㅋ 🤑,구매완료 했어요🤍🫶🏻 이번엔 두꺼운 코트까지 모두 싹 바꾸려고 해요~ 한번사고보니 처음에 싹 바꿀껄 그랬어요~ 👍🏻👍🏻👍🏻👍🏻,양복정리는 뭐가 좋을까요,구매완료🔥 옷걸이에 큰 돈 쓰는게 맞나하다 질렀습니다!! 요즘 공간도 부족하고 티셔츠 어깨마다 뾰족하게 자국이 나있다보니😂 마와로 해결해보려구용,휴 빼고 빼도 50만원이 넘네요 🥹💟💟ㅋㅋㅋㅋㅋㅋ 더 마니 사고 싶지만.... 구매완료입니닷!!!,구매완료!! 드디어 모자랐던 바지걸이 샀어요😆 12시 전에 샀더니 벌써 출발 알람 왔어요👍,셔츠들은 뭘사용하면 좋을까요,모자들 걸수있믄게 가방걸이였돈가용???,일반 반팔티 긴팔티 걸으려고 하는데 이코노믹 라이트 구매하면 될까용😇
고사리넣은 파스타 넘 궁금한데요?!🤔 맛있으면 꼭 알려주세요🤎,ㅋㅋㅋㅋㅋㅋㅋㅋ 첫 줄 공감이요 별샘님🤣🤣 고사리+차돌조합 맛이 넘 궁금한데요? 근데 맛있을 것 같은 너낌~~~🤎🤎,오 맛있으면 레시피 꼭 공유해주세요 ❤️,고사리들어간 파스타 맛있겠어요. 🥰🥰,맛잘알 별샘님! 고사리차돌파스타 맛있을 것 같아요....☺️☺️,ㅋㅋㅋㅋ 아 저는 이런 글도 너무 조습니다 증말🔥,우와❤️ 너무 맛있겠어요😍 레시피 기대되네요,드디어 구매🙌,,,,,,,
알림❤️❤️,알람!❤️,꺅 알람이요 ✋🏻✋🏻✋🏻✋🏻,알람이욥🙌,"알람⏰옷장정리하다가 옷걸이가 필요하구나 했는데,, 마침 공구라니😍",알람❤️요거 사고 후회한적 한번도없어요 더 필요하단생각밖에 안듦요 ㅎㅎ,❤️❤️❤️알람❤️❤️❤️내일 구매할꺼예요 써도 써도 너무 만족하는 4번째 구매입니다,알림이용!,진짜 처음엔 옷걸이가 왜이렇게 비싸..ㅠㅠ 했는데 써보고 나서 생각이 확 바꼈어요!! 옷장 정리 잘돼고 전 티셔츠나 니트에 옷걸이 자국 안남아서 정말 좋아요. 알람🤍 필수여!!,알람신청이요 🙌🙌,알림요❤️,안그래도 새미언니 마와 공구만 기다리고 있었쥬😍👏🏼👏🏼이번에 키즈도 같이 열리나용?🥹,알람이요♥️ @jssun__ 자야 우리 바지 걸이 더 사야해 ㅠㅠ 가방걸이도 사고싶따!!!!,😆참여완료😆 @billion24 @seocuns @marchjju 🎪알람/이쁜데 어떻게 그냥 지나쳐요 포기못하지,@ush_1208 사까마까
꺄 이쁜사진 너무 많아요😍😍 초롱이 하트부터 뛰어오는사진!! 프사감에 ㅋㅋㅋ 아니 인스타 이렇게 오래봤지만 쪼롱이랑 쓰리샷은 처음아닌가요..?ㅎㅎㅎ,흑. . 당첨은 되지않았지만 모자정보가 궁금합니당! 모자재질 덥진않을까용?,이뮨 너무 잘먹고 효과봐서 이번에 또 주문한건데 당첨이라니꺄아 감사합니다😍,캬🩵🩵감사합니당,초롱이 너무 신나보여요❤️ 모래하트사진 초롱이사진 귀엽고 신기하네요❤️,별샘님 사진 하나하나 다 넘 이뻐용! 혹시 두번째사진 풍력발전기 있는 해변이 제주 어딘지 알 수 있을까용? 저희 아이가 풍력발전기 덕후라🥹,와 선스크린!! 안그래도 사용해보고 싶었는데 넘 죠아용❤️ 감사해용💛,저도 당첨🫢 감사합니다❤️,안녕하세요! 당첨되어서 넘넘 기쁩니다❤️ 해당 게시글에 비밀댓글 달면 될까요? 아니면 안부글을 남기면 될까요??,악!!!!하트 속 쪼롱이 너모 귀엽다요😍😍💕,꺄 구디!!💕💕,3번째 사진 심쿵 진짜…😍😍😍😍😍,우아아 이벤트 당첨이라닛 ♥️🥹♥️ 베이지크 다떨어져서 언제사지 하면서 인스타 들어왔는데 알림 이제 보구 띠용 👀 감사합니당 🥰😍,꺄 감사합미다아아❤️❤️❤️,어머 대박!!!! 감사합니당🧡@jjungdal @_su_na 어머 애드라 나 당첨됐어😳😳
숙소 너무 괜찮은데요??ㅎㅎ 🙌🏻🙌🏻 저두 루키델고 가고싶은데 갬성못잃어 매번 친정에 맡기고 갔는데 여기는 두마리 토끼 다잡는다며..👏👏 초롱이 쌍카플 넘 이쀼..🤍,🏡,앜ㅋㅋㅋㅋㅋㅋㅋ 초롱이 다리 들어주느거 뭐야ㅋㅋㅋㅋㅋㅋ,숙소 예쁘네요 ❤️여러명이 가기 좋겠어요👍 롱롱이 다리올린 자세 너무 귀여워요😆,초롱이 다리 진짜 어쩔꺼예요~~~ 빵터짐요~엘베에서 봤을때 넘 얌전해서 이런모습은 상상도 못했어요ㅎ,혹시 같이 코디하신 모자 정보 알수 있을까요오 🤍🤍,안녕하세요~ 네스프레소 버츄오 팝 공구는 또 안 하시나용 ? 즐건 여행 되셔용 : ),,,,,,,,
바닷가에서 사용시 원단 사이로 모래 같은건 안들어 오나요?,이제 공구 안하나요 ???,색감도 어쩜 별샘님과 똑 닮았어요 🩵🌸,다자녀 가정을 위한 300*200도 제작해 주세요😮,어머 두 컬러 모두 완전 반했어요! 😍,❤️,색감 너무 예뻐요🥹❤️,오 색 이뿐뒈,,,,,,,
🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️〰️저요!저요!🍏🍎🍐🍊🍋🫐🍓🍇🍉🍈🍒🍑🥭🍍🥝🍅🍆🥑🥦🥬🥒🌶🫑🌽🥕🫒🍠🥔🍽🍴🥄🥢🥣🫖🍼꼭 써보고 싶어요! 꼭이요!,😱🍎🍓🍌🍈🍏 👋🏻🩵🤎,🍇🍊🍋🥭🍎🍏🍐🍑🍒🍓🫐🥝🍅🫒🍆🥔🥕🌶🫑🥒🥬🥦🍠🍼🫗🍽🍴🥄🔪🧸🪅🪀🧼🫧🤲😶‍🌫️🧖‍♀️🛀🤍🫰,,,,,,,,,,,,
첨사용해보려 구매했지만 기대되요❤️ 택배상자열었는데 이 향기 어째여..🥰🥰 #스토리공유완료✔️,저.. 저번에 10개샀어요...사면서 많은가? 했는데...여기저기 써보라고 나눠주다보니...한개남았ㅋㅋㅋㅋ다시 또 주문해요ㅋㅋㅋㅋㅋㅋㅋㅋ요즘처럼 맨손으로 찬물에 설겆이하는 날씨에 정말좋아요👏  그런데...혹시 게런티드는 언제 또 하나요?,바로우 받고 어제 처음 설거지했는데 엄청 뽀득뽀득해요  거품도 잘나서 감탄🧼🫧,다른 고체바 썼을때 거품은 잘 났는데 헹구고 나서 손이 끈적끈적해져서 쓰다 말았는데 요건 어떤지 궁금해요.,@gowva1,,,,,,,,,,
고체세제 설거지 하루에 한두번 할 경우 사용기간 궁금합니당,이걸로 젖병 세척 해도 될까요?!,소주잔 세병 하나 둘 셋 귀여워요..🫶🏻,,,,,,,,,,,,
마라탕설거지하는 수세미는 일회용수세미일까요?😂,혹시 쓰고나서 싱크대에 하얗게 남지 않나요 ? 다른 설거지바 써보니 남더라구요 😢,ㅋㅋㅋ과일 씻을려고 구매했어요,수세미는 언제 구매 가능할까요? 😆,,,,,,,,,,,
이제 원목쇼파는 안나오나요😢😢? 예전에 본거같은데,회에 초장 아니고 막장🫶🏻 최고에요 별샘님,이사진을 본 나는 카라반이 사고싶습니다 샘님.. 🫨🫨🫨ㅋㅋㅋ,노을지는 풍경 너무 예쁘네요😍,,,,,,,,,,,
오👏👏👏정말 간단하면서도 맛있을것같아요😍  혹시 토마토파스타소스 어떤 브랜드사용하시는지 여쭤봐도 될까요.,"크으,, 이거 샘이씨네서 너무 맛있게 먹은 것 중 하나! 이번 주말 아침은 요걸로! 🍅🥣〰️",이거 너무 맛있어.....너무....❤️,우와❤️ 레시피 감사해요😍 너무 맛있어보여요,,,,,,,,,,,
,,,,,,,,,,,,,,
어디서 구매하나요?,가격대가 비싸서 고민 했는데 믿사쌤(믿고 사는 쌤님 공구ㅋ)이라 이번에도 6박스 구매 해봤구요ㅋ 이번에 저질체력 벗어 날 수 있나유?💪🏻저 지금 호캉스 와있는데 베이지크 바리바리 싸와서 쓰고 있어여ㅋ 구디 이뮨도 받으면 가방 여기 저기에 넣고 먹어야 겠어유😂,혹시 휴지는 언제 할까용?,호옥시 수유 중에도 먹을 수 있나요?,어제받자마자 먹고있눈데 상꼼해서 아침에 먹으면 잠깨는효과도있어요(?)😂❤️,엄마가 암으로 돌아가시고는 아무래도 아빠 건강이 더 신경쓰여서 구매하게 됬어요. 비타민c 드시는거 그만드시고 이거 드셔보라고 하려구요. 아빠가 좀 달라짐을 느끼셨으면 좋겠네요~~♡^^,묻지않고 6박스 추가 더~~~더블로갔습니다😍,,,,,,,,
우와 보기만해도 마음 따뜻해져요 별샘님🥹 유기견봉사 마음만 있었는데 저도 기회가 된다면 꼭!❤️,"마음까지 예뿐 별샘님,,, 🫰🏻",너무 좋은일 하고 오셨습니다 멋지세요~^^,아이들이 너무 다 예쁘네요😍  멋지신 별샘님 ❤️,착하고 고운 별쌤❤️,멋진기업입니다💕,,,,,,,,,
쇼파랑 조명 구입처 알려주세용 너모 예뻐용,와 직접 만들어주신건가요 😮,넘 맛있어보여요....🙊🤍,4번 레시피 풀어주세요😋,오아…. 별샘님 사진 찍으실때 몰래 손 뻗어서 와구 먹고싶다아😳,음식도 잘하시는 별샘님😍 메뉴하나하나 예쁘고 먹음직스러워서 친구분이 부럽구요…❤️,알죠 알죠😆 집 초대는 살짝 늦어도 👌 🙂 음식들 하나하나 정성이 느껴지네요❤️ 너무 맛있어보여요😍,세상에 손님 대접 퀄리티가...!🔥🔥,와우 저두4번째 레시피 알려주세요~~,,,,,,
"덴프스 비오틴밸런스 먹고있는데, 같이 먹어도 되는걸까요?",저요🙌🙌,저요!!🙌🙌즈질체력입니다🥹,저요! 맨날 피곤해… 달고사는 사람이라 궁금하네용,저요저요저요!!🔥❤️,❤️❤️ 중2 딸아이랑 운동하는 아들 먹이고 싶어요🙋‍♀️🙋‍♀️ ❤️❤️,🙌,저요!,🙌,저요! 🙋‍♀️,저요저요!!!!!!🙋🏻‍♀️🫶🏻 @h_ju94  우리 먹어야 하나🥲,,,,
"영상미 무엇..!🤍🙆🏻‍♀️ 하와이 관광청에서 상줘야하는거아닌지,,🙄💙",마니 마니 올려주세효🩵🩵🩵,사골 오래오래 끓여주세요❤️,부탁 드려요 꿀정보!!,아진짜 샘님 최고👍,정보 공유 많이많이 부탁드려욥😍,dm 확인 부탁드릴게용 ❤️❤️❤️,미쵸따💙💙💙,🩷🩷🩷,,,,,,
왜 이제야봤을까요ㅡㅡ엉엉,기초 마지막 단계면 스킨+에센스+선에센스+로션이나 크림 순으로 바르나요? 아님 로션이나 크림 바른후 선에센스 바르나요?,이거 최고네요!! 어제 받아서 오늘 바르고 나갔는데 썬크림 안바른줄 ㅋㅋㅋ 바른느낌도 없고 눈시림도 없고 번들거림1도 없고 피부도 더 좋아보이는것같고 ㅋㅋㅋ 두개사길 잘한듯요 그나마 클라랑스께 제일 좋아서 그동안 그거 썼는데 비교불가!!,요거 향은 좀 어떤가요?? 요번에 올리브영에서 사려다가 특유의 선크림 향이 너무 강해서 안 샀어요 😢,저는 출산후에 호르몬 변화때문에 세상 요철&기미를 한가득 얻은 예민*1000 피부인데요 별샘님 믿고 선스크린 듀오 샀다가 오널 받아서 써보고 너무 좋아서 말하려고 달려왔자나요!!! 모이스처라이저같에 쏙 매우 깰끔히 흡수되는데 쿠션 톡톡 올리니 이 피부표현 뭐냐며😍 인위적이지 않고 엄청 건강한 피부결로 보여요 내피부도 이렇게 속여볼 수 있다니🌈🌈🌈 이렇게 순한데 피부가 벌써부터 좋아보이는거같고막그럽니다!! 로션같이니 남편과 아이들에게 선크림 바르라고 잔소리 하지않아도 지들이 알아서 챙겨바르게 되는(가장 큰 순기능)❤️ 올여름은 이걸로 납니다 트리오 두세트 추가로 쟁이고 가요❤️❤️❤️,선스크린 한 번 더 해주세용!! 🙌😍,혹시 요거 유아가 발라도 될까요? 좀전에 막차탔는데ㅎ 아이랑 같이바르면 좋을거같아서요~~,선크림너무 좋아요😍 혹시 다음 공구는 언제 하실 계획이신가요?? 다음에 좀 많이 쟁이려구여ㅠㅜㅜ,,,,,,,
별샘님…호옥시..고체세제는 또 언제쯤하실까용😂,베이지크는 몇개월 텀이에용?🙂,헤어제품 두개는 각 트리오세트만 있는거죠? 하나씩은 못사구요?,필수옵션이 선택되질 않네요 ㅜㅜ,구매 가능할까요?,주 몇회정도 쓰시나용?ㅎㅎ,가까스로 막차탓네요🙈❤️,꼭 애벌샴푸후에 사용해야하나용? !!,혹시 스크럽은 주3회정도만 사용하고 마스크제품은 다른 샴푸 사용후에 매일 사용해도 효과가 있을까요?,엇!! 저 안내문에 지성은 매일 써도 된다 고 써있었던거 같아서 매일 사용 했는데😢매일 쓰면 안되는걸까요?,혹시 한번 바를때 양은 영상처럼 많이 발라야 하나요?,요거 헤어듀오 임산부가 사용해도 괜찮을까요? :),혹시 아아아악건성 두피에도 사용해도될까요😢?,@jonnun1210 컷트 이뿌다,
저는 주문을 두 번 했는데 가방이랑 트리트먼트를 두 번이나 보내 주셨습니다?? 🤣🤣🤣 머리 감으러 가야겠어요. ㅋㅋㅋ,이거 너뮤 됴아요❤️ 팩 꾸준히 해도 안잡히던 건조함 꽉 잡아줫어오베이지크 다양한 제품들에 빠지구 잇어용😍😍,다음에 페이셜라인 다른 제품도 함께 진행해주세요 😍😍 지난번 한 세트씩만 구매해서 써봤는데ㅡ너무 좋아요 !,,,,,,,,,,,,
자세한 정보 감사해요 꼭 가고싶어서 저장했네용😍,할레쿨라니 정말 천국이죠........🩵,하와이 천국 ㅠㅠ 😍 전 오아후만 일주일 넘게 있어도 아쉬웠는데 어디가 더 취향이였나요? 도시조아하고 마우이는 대자연이고 골프 안해서 패스 했는데 아쉬워서 다시가면 갈까바용,딱 미국느낌이네요 너무가고싶당 😍,🏷️,너무 예뻐요❤️ 외출 할때  그때그때 청소해주다니 감동이네요😍,언제갈지 모르지만 일단 퍼~가요❤️ㅋㅋㅋㅋㅋ,전 오키나와 할레쿨라니 다녀왔는데 정말 좋았오요😍,사진이 너무 힐링되네요 😍 핸드폰 배경화면 하고 싶네영 💕,좋은정보 감사합니다. 호텔룸 색감이 포근하고 따뜻해보여서 너무 좋네요,"호오우 대리만족되는 사진,, 🏊🏻‍♀️🤍",사진이 진짜❤️,@jjang_072,,
에코백은 배송따로오는거죠?? 샴푸만 딱 와서😂,"오일 여름에도 써도되나여? 지금까지는 잘쓰고 있는데 여름에 오일써본적이없어서요 ,,",에코백은 18만원 이상 산 사람도 주는거지요?😂,선세럼트리오 주문했는데 헤어제품 추가주문해도 합산사은품 적용 될까요오???👀??,그와중에...저 베이지색모자는 어떤제품인지 여쭤봐도될까요?😂,샴푸시리즈는 매일 쓰는걸 추천하시는지 주2-3회 추천하시는지 궁금합니다😮,헤어 트리플 셋트 2개씩 구매완료요❤️,디엠좀확인해주세요 급해요,,,,,,,
"맞아요, 머리 감을때만 물미역 마르면 다시 원상태 여러번 겪었어요 헤헤 ㅠㅠ🥺",7살 어린이 머리 끝만 탈색 3번하고 핑크로 입혀줬는데 머릿결 진짜 말모...🤦🏻‍♀️ 비건이라 안심하고 트리트먼트 아이랑 같이 사용하고 있어여🐥👍🏻 사실 귀찮아서 매일 해주지는 못하는데 트리트먼트 쓰고나면 아침 빗질이 너무 부드러워요 헤헿💛,우왕 베스트리뷰당첨이당😍,샴푸는 있나요?,고민고민하다  결제했어요~저한테 잘맞길 바랍니다~,스크럽과 트리트먼트는 매일사용하면되나요?,평소에 엎드려서 감고있는데요 영상처럼 서서 감는게 관리에 더 나은걸까요?엎드려서 스크럼하니 소금이 우수수 떨어지더라고요😢,머릿결 윤기가 🤩 머릿결이 너무 예쁘세요❤️,오늘 반신욕하며 샴푸 후 트리트먼트 했는데 미용실 트리트먼트 케어 부럽지 않아요. 머리결 넘 가볍고 찰랑거려요. 두피도 넘 시원하구요. 베이지크 강추해요!!,매일해야하나요??,머리가 너무 푸석해져서 한번 구매해봤어요😂 제발 저도 저런 머리됐으면 ㅠ ㅠ,"고민고민하다 선크림,헤어스파듀오 구매한 사람인데요🙌 혹시 베이지크 헤어제품을 사용하지 않는 날에는 어떤 헤어제품을 사용하시나요?? 별샘님 머릿결이 너무나 부러운 1인입니당🥹(두피가려움, 두피여드름으로 고생중입니당)",오늘에서야 주문완료입니다 😍😍😍 제딸이 인정한 물미역 마스크중 단연 일등이요~최고제품!!!,❤️낼 안잊고 사야하는데...😂,별샘 샴푸잉 시원하고 트리트먼트 부들부들 넘 좋은데 볼륨 살리는게 어려워요😢😢 볼륨 살리는 법 알려주세요~
