0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
와~~팔뚝이 대체 몇센치신거에요?ㅎㄷㄷ,9퍼면 더 이상 안빼도 되는거 아닙니까????? 대단하시군요!???? 근데 프로틴 너무 좋은데 어떻게 가격이 3만원대인거죠? 와;;,팔 크기 머선일인가요 진짜..????,9프로!! 대박 저 대회 때 체지방률이 9프로였어요 대단??,통이 작은거죠..? 아니 팔이 엄청 크신거니까..아 잘 모르겠네..,오 가성비 좋네요 프로틴!!???? 누가 봐도 한 자리 체지방인걸요!!,모델이 다했긔 간지 작살??????????,워메 프로틴통이 쭌님만한데요??????? 근데 또 팔이 그 통만하면 결국은 팔이 지인짜 크신걸루!!!!!!!!!!,체지방 9퍼?? 혈관부터 다르네요????,이거 미숫가루 맛인데 질리지않고 고소해서 맛있습니다.,근데 쭌님 얼굴 작으시다????아니. .어깨가 넓으신거다??????,이거 목으면 쭌님처럼 강력해집니까,바지 정보 알 수 있을까요?,와 1.5치킨값이면 단백질이 얼마야 크… 미쳐따….,여기 그 엔에스포대유청 거기인가요?!??
와 이런 영상 너무 좋잖아요.......... 유투버는 다르십니다 역시!!!!!!!!!!!! ????(근데 궁금한게 있는데 쭌님 완전 잘생기셨으면서 왜 맨날 마스크 쓰시는거에요???!!!!!),오우 이렇게 쉬운운동이 있는지 몰랐어요 그나저나 헬쭌님 팔밖에 안보여요??,크 다음에 삼두칠때 번아웃펌핑용으로??????,저 삼두가 진짜 콤플렉스인데 집에서도 할수있는 운동이라 더더 좋네요????,삼두가 어마어마한 이유가 있었군요! 집에서 따라해봐야지??,아 진짜 이거 한 300년하면 쭌선생님처럼 될 수 있나용 !??! ????,이 정성 영상은 저장각이져!!^^,오늘 헬장가서 함 해봐야겠어요 ㅎㅎ,삼두 만들기!!!이제 여름을 준비할 때!!!!????삼두 운동 필수 필수 ? ?????? ·? ???????,삼두 강력한 이유가 여기잇엇네요. 생활속에서도 계속 운동함 ??????,우오 좋은정보 감사합니다.. 저의삼두와는 차원이..다르네요,오 좋다??????,딱 말씀하신대로 중량감있는 운동이랑 컴파운드 세트로 묶으면 좋아보이네요!!! 오늘도 하나 얻어갑니다??,벽이있어도 헬스장가서만 하는현실ㅋㅋㅋ,저 지금 당장해봅니다. 말릴수 없어요 제 열정
오오! 저도 여기 6월이나 7월 중에 함 방문해보고자 했는데 먼저 가셨군요! ㅎㅎ 크로스핏 같은 느낌인가여? ???? 개인운동도 하시구 슬릭 부스트에서 땀도 시원하게 빼시구 고생 많으셨어용! ??,우와 느무 재밌게따??????????,우와 요기 프사오 같은 느낌인거에요?? 조명이 어둑어둑하니 뭔가 더 재미질거같은 느낌인데요?? 고생하셨습니다 멋진 쭌님????,이거 프사오 같은건가요? ????프사오 하루 체험하고 기절할뻔했는데????,오늘밤 주인공은 나야나 하고 오셨어요?? ????,슬릭부스트까지 정복…?? 프사오랑 비슷한 곳인가요?,진짜 5월에 다들 바쁘시네요?? 저는 6월부터 바쁠 예정인데 5월도 정신없긴 합니닷 같이 힘내보자구요????,ㅋㅋㅋㅋㅋ운동을 하고 가야되는게 꿀팁인거죠??? 다들 쭈니님 근질에 자극 제대로 받으셨을거에요!!!,크로스핏 같은건가요? 에너지 넘치고 분위기 좋은데요 역시 쭌님 바디는 어디서나 멋짐 뿜뿌??,와 진짜 새로워보입니다!!^^ 헬쭌님의 열정도 엿볼수잇어서좋네여!!^^,오 슬릭부스트  빡세보이네요??,"헐 슬릭부스트 쭈니님 다녀가신곳이라니,, 저도 성지순례 다녀가야겠군요…!!!",오 오늘은 색다른 운동피드!! 진짜 생각해보니까 쭌님 운동피드 오랜만인것 같네요 ???? 갓생사느라 바쁘신 쭌님 고생하셨습니다 ????????,새로운 운동 쭌님의 피드 새롭습니다!!?? 하지만 어딜가나 돋보이는 몸??,역시 주인공이십니다 ??
,,,,,,,,,,,,,,
크아앗 이거 실화인가요?!드롭셋 매니아로서 필수품이네요??,오~ 이래서 지름신이 오는걸 막을수가 없는걸요?????? 운동효과가 두배라니!욕심 나네요 ㅎㅎ,와ㅡ 이게 뭔가요??? 고수님들은 이런 걸 쓰시는군요! 정보 감사합니다 ??????,드랍세트핀이라니 아이디어 강력하다!! 너모 좋은 제품이네요!!??,이야신박합니다 !!^^ 지름신어서오고??????,우와 너무 신기한데요??? ????,우와 완전 신기해요 이제 진짜 다양한게 나오는구나,오오옹ㅎ 이거 꿀킵이다 !!! 저도 드랍셋@매니안데 오 좋아요 ????????,쭈니님 팔 비법 드디어 풀었다!!!??,오 타이탄 건 내구성이 약해서 날라가면서 부숴지곤 하는데 이건 재질이 튼튼하려나요ㅋㅎㅋㅎㅋㅎ,와 역시 운동도 장비빨이네요!! 지르고싶어집니다ㅋㅋㅋ,오ㅏ 대박?!? 이런 방법이 있었군요오오오?!? 짱이에요!!!,이거 진짜 신기하네요????,@thd_a1sw0 뭐냐 이거 탐난다,@park.hyun95929 그때 썼던거군욬ㅋㅋ
,,,,,,,,,,,,,,
하체랑 어깨를 같이하시나요?ㅋㅋㅋㅋ둘다 제일 피하고싶은운동인데..대단하십니다??,저도 쭌님처럼 스쿼트할때 셋업자세부터 고관절을 아주살짝 접어놓고 내려가는걸 선호하는데 그렇게하지말고 엉덩이 힘줘서 고관절 일자로 만들어서 스쿼트하란말도 들어서요 ㅠㅠ혹시 뭐가 맞는지 알고계신가요?,역시 막힌 속은 하체인가용ㅋㅋㅋ,체했는데 하체라니 저는 영자누님처럼 그냥 한방통닭으로 눌러보겠습니다??,???차분살발 운동스타일 쭌님의 무자비한 파운 기대되네요??,어깨하러 가는날 최고의 선택 쭌님 어깨피드 보기 ??????,진짜 커피안먹으면 하류종일 하품????ㅋㅋ자극받고 오늘 다리 하러가볼개요 수고하샸슺니당??,쭌님이 무자비한 파트너라고 하신다면 헐크….? ????,하체 어깨 루틴 어떻게 가져가시나요? 어제 하체하고 나니까 어깨운동이 안되던데 ㅎㅎ 세트수 부탁드려요~,아니 체할때 하체운동이라니!!! 와????,저 오늘 쭈니님처럼 수건하려다 멋제로엿습니답!! 역시 두건간지의 선두이입니답! 어깨도 하체도 강력하십니다 ??????,바지 되게 이쁜데 정보좀 알수 있을까요?,오ㅏ ”어깨 운동은 이렇게 하는 것이다 “ 라고 어깨가 말하고 있어요,하체가 소화에 좋아요???! 전ㅋㅋㅋ 하체만 하면 토할 것 같아요??????,진짜 헬쭌님 몸상태 진짜 미쳐써요 !!!????????????????????
저도 부스터먹고 끌고 왔는데 그래도 휴식은 해야되더라구요!! 쭌님도 피곤할땐 쉬어가면서 하세요??,저도 회복에 관심을 기울이고 있습니다! 아르기닌 좋아보여요 ????,쭌님 오늘 진짜 주말 같았죠! 회복에 더 신경쓰는 건 더 프로느낌인데요?? 5월도 화이팅입니다아 ????,오 저도 아르게이지 마셔봤는데 엄청 맛있어서 술술 들어가더라고요ㅎㅎ오 근데 스트렙 감는 방식이 조금 다른 것 같은데...뭔가요 꿀팁인가요???,와ㅋㅋ텀블러까지 강력해보이네요 5월화이팅입니다????,아르기닌과 두건이면 인님피지컬나올수있나요?? ㅎㅎ,진짜 견갑움직임은 최고이십시다!!^^,피로감이 덜하다니 먹어봐야겠어용??,저는 어제 헬스장 저녁에 갔더니 평일보다 사람이 좀 적더라구요 ??5월도 화이팅입니다??,요 아르기닌 장어가 몇마리 들어갔다더라?? 저도 참 잘먹고있어요!!!,피로회복 진짜 잘 푸셔야대용,아르기닌 협찬 넘나 사랑일것 같네요 ???? 5월 첫주 시작 고생하셨습니다!,진짜 쭌님의 최강포즈죠…광배날개 항상 감탄입니다??,운동전 아르기닌 넘 좋져 !! 날개 같은 광배 잘 보규 가용????,벌써 5월이라이라니 믿기지가 않네요!! 5월도 화이팅 하시고 건강도 잘 챙기세요????
크흐 유피라운지 티셔츠 완전 찰떡이시긔???? 그나저나 1년 365일 다이어트 상태이신거 같은데 간지 작살이셔 ????,유피라운지 머슬핏이 진짜 찐주인 만난것 같네요 전 유피라운지 입으면 그저 말랑말랑한데 ???? 멋지십니다!!,헬쭌님 운동할때 인상하나도 안찡그리시네요ㅋㅋㅋ저는 진짜 오만상인데..??,쭌님 팔은 항상봐도 감탄???? 남은 연휴 마무리잘하세요!!,하...내가 원하는 핏이 이런건데...ㅜㅜㅋㅋㅋㅋㅋ  유피라운지 일 잘하네요????,유피라윤지티샤스 : 아파쥭겠어여????덤벨컬 무게 확인..??????,엑스라지 사이즈신가욥,유피라운지가 쭈니님 빨 제대로 받았네요!!!?????? 여윽시 머슬핏 최강자!!!,와 진짜 팔 움직임 개쩐다 ㄷㄷㄷㄱ??????????????,와?? 혈관이면 팔이 더 커진거 같아여????,쭌님 얼굴보다 팔이 더 커요 ??피부가 하얘서 네이비 너무 잘 어울리시는 쭌님,쭌님은 팔이랑 등이 정말 좋으신거 같아요????,티셔츠 핏 간지????,크 역시 셧츠 핏 나이쑤예요??,역시 왕팔입니다 쭈니님??
지금 딱 독감 유행이더라구요?? 조심하셔요!!,와....110은들어야 인님팔이나오는군요 ㅠㅠㅠ95kg 는 울고갑니다.,와씨 삼두 댕미챴는데용 …?! ??????????????????????????,ㄱㅏ슴이 110이라니…하체도 안되는 무게 역시 강려크??????,"오ㅓ 110으로 3*3 진짜 중량 멋있어요 쭈니님,,, 스트렝스 최고",와우… 110이라니… 저는 혼자서 해본적 없는 무게에오 대단하세요????,110kg 안정감 부터 정석이네요??,사람팔이 맞스무니까….. ??????,멋지십니다 자극받고갑니다??,크 중량갱신만큼 좋은날은없죠^^!! 축하드립니다 ??????,오우 진짜 안정적으로 잘 밀었네요!!..벤치 너무 어려운데..나중에 팁좀 알려주십쇼??,크 축하합니다?? 담주 증량가시죠??,몸무게에 비해서 중량 말도 안되는데 네거티브 머냐고여..??????????,"와 팔근육 미쳤어요 쭌님?? 110키로 벤치라니,, 생각만해도 무거운 무게 ??진짜 멋지당",전 감기 걸린듯요 조심하세용??
ㅠㅠ 다들 여름 준비한다고 다욧하시는데 진짜 쉽지 않은거 같애요… 헬쭌님이 쉽지않으면 저희같은 헬린이는 더 하기 힘들죠??,덥혀도 아직 강력하신걸요?? 하이로우 제가 좋아하는 머신인데 지금 다시는 센터네는 없어서 슬퍼하는중인데 대신 맛있게 당겨주세요??,풀업자세 따라해봐야겟네요 올라갈때 등이 계속 말려올라가서 고민입니다??,어디가 덮혔다는거죠 쭌님… 난이도 최상 지방 숨은 그림 찾기 해볼게요 ??????,이게 덮힌거라니….. 분발할께요 슨생님 ??,쭌님 덮힐때까지 나도 안덮혀야지했는데힘들어죽겠는데 언제 덮혀요?????,오오 곱등이로우!!! 저거 다른 유튜버들이 애용하는 머신이라서 눈여겨봤는데 새로 들어왔군요 ???? 자극 엄청날것 같습니다!,크.. 곱등이 로우! 자극 대박일듯요! 110 3×3 충분히 하실듯요!????,"쭌님 광배 컨트롤 보소!! 등 진짜 미쳐따리,,??",하지만 몸무게보면 비슷하게 유지를 계속 하는것도 굉장히 신기합니다. 물론 체지방과 근육량이 중요하지만요. ??????,덮힌게 그정도군요 부럽??,진짜 한마바키! 조선바키!! 프레임이 광활합니다??????,준님 덮힌게 이정도라니...완벽하신걸요????,덮혔다구요…? 덮혔다구요…? 다시 한번 말씀해 보시겠어요???,ㅋㅋㅋ 징짜 다이어트는 넘 힘들어....
이거 마시고 운동하면 헬쭌님 팔 처럼 두꺼워지나용????,100키로 하나도 못드는걸요 저는?? 언젠간 반드시?????? 저도 구독해놨는걸요 쭌님 유튜브?!,쭈니님 지금도 좋으신데 계속정진하는모습!! 역시 멋지십니다!!^^,쭌님 100을 가슴컨트롤로 드는것도 어마어마해요 증말??,수고하셨어요 100kg ㅜㅜ하나도안되는데.. 대단하세요,저도 요근래 운동이 계속 마음에 안들게 되서 담쥬는 촬영 좀 줄이고 운동 빡시개 가볼려고합니당?? 가 보 자 구??????,오...... 유튜브를 해야대나 이거ㅋㅋㅋ,진짜 체중대비 최강자입니다????,쭌님 유튭보고 가슴 안쪽 채우기 열운동중........매번 감사합니다!! 크크,체중대비 엄청 쎄시네요??,반팔핏 어캐하신거에여????,"역띠 역띠 쭈니쌤 오랭만에 보러 왔는데 몸은 진짜 관리 짱,,관리가 역시 최고네요 ????",쭌님 이정도면 완전 셀럽아니시냐구요????,"크 셀럽 쭈니님,,스트렝스까지 강력해??","요즘 제 유튭 알고리즘 남 쭌님,,??"
어깨팔 미쳤네요.... 저도4년하면 인님처럼 가능한가요 ㅜ,아니 4년 만에 만드신몸이라니...?? 저는 10년 넘게 쇠질했는데...??,역시 꾸준함! 저도 꾸준함.. 같이 갑니다! ??????????,"진짜 꾸답 꾸답 인정이에요 ,,,,?? 저도 아직 멀었지만 꾸준함이 최고인것 같아요 (??????)? 멋져요 멋졍ㅅ",아니 블랙/다크그레이 조합이 진짜 쭌이님 빨 받는다..,4년차더되더보이시는디 ㅎㅎ,4년을 어떻게 보내셨는지 알것 같습니다???? 수도승 처럼????,크 어깨 팔 전완까지 모든게 완벽하십니다…????,ㅇㅓ깨에 수박이아니라 대포가있네요,진짜 얼마나 노력하셨을까??,4년 해야 이 몸이 되는구나 후…. 회사 가서도 과연 할 수 있을까요?! 걱정 걱정,와 잠만 어깨 팔 미쳤다….??,역시 꾸준함이 답이엿군요 ????????,Wow????,??
,,,,,,,,,,,,,,
새로운 기계 들어온다고 하면 너무 설레죠??,와 헬스장에 새 머신 들어오면 그것만큼 설레는 일이 없죠..!.!.!.!! 옷핏 진짜 좋으시네용??옷이 쭌님빨 받은 둣..,헬쭌이 입으니 역시 옷이 사는구만 모델이 다했긔????????????,팔 사이즈가… 너무 비현실적…????,새로운 머신오면 너무 설레이죠?? ㅎㅎㅎㅎㅎㅎ 내일 등어깨 난리나겠네요 ㅎㅎㅎ,쭌님 제가 피트니스짐웨어 사장님이었어도 다 보내줬을것 같아요 ??????,여전히 체중대비 최강이시군요???? 오늘도 수고하셨습니다 ????,이삼두 굵기 클라스@개쩔어요…??????,감기 요즘 심해요 컨디션 잘 챙기세욤??,컴프레션이 너무 찰떡인 이남자...,크 쭈니님 옷 핏은 믿고본다 진짜??,멀 입어두 멋지자나여 !!!!?? #운동맛집,오우야 저도 쭈니님 영상보고 벤치 그립 바꾸려다가 실패했습니다?? 또 도전해볼게용????,근육이 옷을 뚫고 나온드아ㅏㅏ????,와. 진짜 좋네요 ㅠ쇼츠잘보고있습니다 ??
하체 이놈은 힘들긴 힘든데 열심히 안하는건지 모르겠어요??,역시 주말에 먹은 거 반성으로 월욜 하체는 국룰인가봐요??비오는 거 시러요ㅠㅠㅠㅠ그래도 파이팅!!??,스미스아니엿나요?? 안정감찢엇따??????,꾸준히 하다보면 어느날 팍! 중량이 오를거예요!! ㅎㅎ 꾸준한게 제일 어려운걸요~ ????,잘 먹고 하체까지 했으면 회개 쌉가능이죠…월욜 시적부터 하체라니!! 이번주도 화이팅??,월요일은 하체가 국룰이죠!! 하체 중량을 늘릴려면 보조가 필요할텐데 얼른 보조 해드리러 가야겠네요??,힙쓰러스트 화이티이이이이이잉??????????????,어후 하체를 하는데 온몸에 근육이 눈에 다 들어오네요 강력하시다증말 ????,인님은 집중하시면 또 금방 잘하시잖아요???? 하체도 상체처럼 완벽해지시길요 ????,하체 내려가는 속도 머에요???,하체가 하고 싶어지는 영상..ㅎ 동기부여 받고 갑네당??,크?? 끈적하게 아프겠다요??????,오늘도 스미스 머신으로 하시는줄 착각해버려따…???? 미친 고립 & 안정감…????,어후..하체하신분들이 많네요.. ㅜㅜ수고하셨어용,와 스쿼트 진짜 흔들림 하나 없네요..보니까 스쿼트가 하고싶어집니다????
아니 키는 비슷하지만 몸무게는 제가 20키로 더 나가는데 이 볼륨감은 무엇인가 ??????????,늘 여유로워보이셨는데 아닌가요!! 이칸스 바지 입어보고팠는데 여윽시 완벽한 핏????,옷 넘 잘어울리시는데요???????????? 짜빠게티 몇개나 드셨을지 궁금하네요 ㅎㅎ,쭈니님 뭘입어도 전부 소화할 바디 아니냐구용 ??????옷 잘어울려요!!!!,식단 안하셔도 되자나여??,와씨 이두 개쩝니다 .::…ㄷㄷㄷㄷ????????,와쮸니님이 입으니 핏이삽니다!!!^^ 뭔들!!,오늘도 맛있게드시네요ㅋㅋ 핏너무 좋고 핏줄도 너무 좋고??,이제 헬쭌님은 몸이 되니깐 여름에 상탈 하고 다녀도 되겠어요??,헐 오늘 블랙데이군요..!!??!??,쭌님 입으시니 핏이 더 예뻐보이는 듯??,오 옷 이쁘네욥,매번 느끼지만 요기 운동 영상 맛집 인정!!??,우오 이칸스 제대로 힙한데요 ??,새옷버프 무시못하죠???? 준님 금욜도 고생하셨어요오??????
헬쭌님 영상 올리기 초 부터 봤던 사람 입니다! 올 해 1월 군 전역 후 유튭이나 인스타 숏츠로 올라온 헬쭌님 영상을 보면서 저장해두고 운동을 해 왔습니다.운동 루틴 보면서 쭌님 처럼도 해보고 그에 맞게 응용도 많이 해보면서 운동 하고 있습니다! 근데 군대에서도 그렇고 사회 나와서도 운동 하는데 종종 시콤한 냄시가 스멀스멀 올라옵니다..깜짝놀래서 자연스럽게 겨 냄새 맡아보면 깜짝 놀랩니다. 이 점 때문에 운동 할 때 팔 드는 동작을 사람 없을때만 합니다..??thdnd1512@naver.com,오오오오오 일만 구독자?? 너무 축하드립니당!! 역시 멋지셔서??????크,헬쭌 너무 머싰쭌 ??,머시쒀……. 쭌님은 역시 쭌님자체로 빛나는 사람이에요??축하드려요??????,1만구독축하합니다???? 쇼츠에 쭈니님 나오면 넘반가버여??????,쭌님!! 축하드립니다~~~ 쭌님 보고 자극받고 운동하는 분들 더더더 많아지시기를!!!,진짜 유튜브 오지게 흥하자 !!!!! ??????????????????,우오ㅓ오ㅜ와 아주아주아주 축하드려용 !!!! ㅎㅎㅎㅎㅎㅎㅎ ????????????,헬쭌이햄 영상을 보고 운동자극도 되고 운동을 어떻게 해야하는지 정말 많은 도움을 받았어요 특히 견갑 빼는 풀업 최고인것같아요! 저도 열심히해서 헬쭌이햄같은 몸을 만들고싶습니다 구독자2만축하드려요 항상 응원하겠습니다!! Sol020302@naver.com,꺄 넘 추카드려요??????멋찌다아!!!!!,와~~ 1만 축하드려요~ 앞으로 쭉쭉 성장하는거 지켜보겠습니다????,미리축하드려여???? 찐 인플루언서,1만 구독자 너무 축하드립니다!!! ㅎㅎ 앞으로도 승승장구 하시길 바랄께요!!????,와..진짜 너무 멋지십니다 축하드려요!!!!??????,와와???? 축하드려요 멋져용
이거 도시락 진짜…큰 기대안하고 5개묶음짜리로 시켜서 지금 2개째 먹고있는데..신기하게도 간단한 구성인데 맛있어요????ㅎㅎ 정말 광고성 댓글같은데 먹어보면 알아요 다른 유명한 기업꺼 냉동도시락보다 구성 간단한데 이게 더 맛있어요ㅇㅇ 소스는 저칼로리 양념치킨소스 or 칠리뿌려먹으면 잘 어울려요..양은..딱 배 채울정도니깐 아침이나 저녁에 먹는게 어울리네요 쓰고나니 진짜 광고성 댓글같네…ㅋㅋㅋ?? 함 드셔보세여,와 도시락 퀄리티 무엇이냐구요!! 먹어보고싶네요 ㅜㅜ 도시락 떨어지면 요걸로 먹어봐야겠다 근데 쭌님 저보다 허리 가늘어 보이세요 후.....????????,와ㅡ 오늘따라 더 몸이 좋아 보이네요!???? 식단 참 공감됩니다????,다이어트 식단인데 군침도는건 뭐죠?! 몸매 비결 이렇게 공유하셔도 되는건가요??,식단 꼬기!!!! 맛있어 보여요!!! 이렇게 누가 차려주기만 해주면 좋겠어요??????,ㅣ번.멋지신데 귀요?? 쭌스밀 부채살징짜맛있던데.아니 다맛있던데 쭌스밀??????????,아니 너무 맛있어보이는거 아닌가요?????,믿고구매각입니다???? 너무 맛있겠네료 근데 몸이….넘사벽,이 도시락은 대박인데요…!! 맛이랑 탄단지 비율도 완벽한거 같애요 이거 드시고 몸 더 좋아지시겠어요!!????,진짜 헬쭌?쭌쓰밀 콜라보 뮈챴따????????????????,와 도시락 퀄 진짜 장난없네요… 저걸로 식단하면 맛난 식단 가능할것 같은데…????,와 오늘도 찢었내요 …. 몸상태 개오집니다 ??,??+???? 크레이틴 팍팍제가 가장 선호하는 조합이네요??,매번 식단챙겨먹기 너무 힘든데 탄단지가 골구루 있는 도시락이라니 너무 편할것 같아요!맛까지 젛다니 저도 한번 먹어봐야겠네요 ㅎㅎㅎ,와 이런 식단이라면 먹는게 즐겁겠습니다 ??????
나이가 드니 연양갱 정도로 보이네요ㅠ 먹고 싶어요????,와 운동인들에게 너무 필요한 녹용???? 먹고 힘내시면 쭌님은 얼마나 더 커지시려나요??????????,녹용 좋지용?? 기력은 있을때 더더더 채워야되는것??????,협찬 선물용으로도 딱이네요 근데 핫체 그뉵이 넘 예쁘게 잡히셨다??,쭈니님 맨날 하체 얇다고 하셨는데 전혀 안얇으신데요...?? 사두가 엄청 나시네용??????,이야 이거 진짜 사람 에너지@채워줘요 !!! ㅎㅎㅎㅎㅎㅎㅎㅎ 역시 사람 잘찾아왓네요 횹찬이 ??????,헐..녹용s 유튭에서봤는데 천연스테로이드... 부러눠용,와 녹용 패키지부터 럭셔리???완벽 영양성분????,대박! 확실히 몸 좋으신분들은 협찬도 어마어마한거 받으시네요 녹용까지 먹고 운동하면 더 좋아지고 선순환이네요??,녹용은 러시아산이 좋다면서요?? 헬쭌님 덕에 좋은제품 알게되서 감사합니다????,미텼다 녹용ㄷㄷ..저 예전에 유튜브로 뭐 봤는데 녹용이 천연 스테로이드 같은 거라고 했던 거 봤어욬ㅋㅋㅋㅋ몸 더 좋아지시겠네요????,크으 녹용 좋네요????,오호오오 다리 좀 두꺼워지신거 같사옵니다 ????????,쭌님 상체에 이어 하체까지 이렇게 완벽하시면...??????,울쭌님 면역올려 두배득근가시쟈??????핫체믓지십니다????
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
혈관 터지겠슴다?? 강력하신 두분의 파운이면 너무 좋았겠는걸요,크흐.... 운동 끈적끈적하게 아쥬 잘하신단 말이쥬??????,워우 강력한 파운이였을것 같아요!!?? 몸이 왜 더 강력해지신거죠!????,강한 사람 옆에 강한 사람!!! 시너지 장난 없었겠어요 진짜 ???? 고생하셨습니다 쭌님 ????,파운은 역시 극한으로 몰아줘야지 찐성공한 느낌 받는것 같아요 ???? 오늘도 고생하셨습니다!! ????,헬스에 진심인분이랑 같이하면 더 자극되구 그렇자나여 ㅠㅠ 즐겁게 파운하셔서 넘 좋으셧겟어요,아니 쭌님. 수건벗으니까 너므 훈남이시다????,???????????? 오늘 저도 가슴해요,역시 파운이 조아,크.. 역시 언제봐도 운동 참 잘하십니다???? 다리운동 느므 기대되는 부분????,가슴팔 파운은 너무 좋은거 같애요 저도 어제 했는데 좋더라구요????,두분 다 헬스에 진심이신 분들이라 이야기가 잘 통하셨나보네요???? 오늘도 고생하셨습니다????,뭐지 더 잘생겨진 느낌 뭐지..,쭌님 표정 넘 평온하네요??스퀏 영상 넘 기대해욤??,파운 너무 재밌더라구요??
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
견갑 잘 뽑으시는가보면 신기방기 내일 영상 기대해야겠다??,견갑 뽑는 영상 기대됩니다!!!????,오떻게 등이랑 어깨랑 같이 할 수가 있죠???? 몸도 좋지만 체력도 좋으신거 같애요,호오오 견갑 뽑는 영상이라니???? 기대하게씀다??,쭌님은 루즈라고는 없으시다구요... 어깨운동 거의 못했는데 저 어깨잖아요 ㅋㅋㅋ??????,와우 목요일날 어깨 하구 하체 한다구요??? 벌써 기대된다..오늘은 또 얼마나 멋지게 운동하시려나!!ㅎㅎㅎ??????,대칭이 넘모좋앙,견갑 뽑는 영상 기대할게요???? 맨몸풀업 너무 멋지신데요!! ?? 오늘 핫체운동도 화이팅하세용?????? 수요일 고생 많았습니단??,"쭌님 풀업기계예요??? 와 믓찌다,,",견갑뽑는 영상 언제 업로드되요???????? 제발여 빨리여??????,저는 이번주는 엄청 빨리 지나간고같은뎅??,와 풀업진짜 예술??????,광배가 어디꺼지나오는거에요 ??????대다나다,쇼츠영상에서 열심히 잘보고 있습니다 ㅋㅋ 수첩에 적어가면서 ㅋㅋ 열심히 루틴 숙지중입니닷 ㅎㅎ,좀더 화이팅하시져??????
원암으로 컬 30키로가 들리나요……..?????,아니 원암덤벨 30키로요…? 역시 강력한 팔은 괜히 나오는게 아녔어… 에이치덱스 협찬이라니 대박인데요????,우와???? 쭌님이 입으시니까 완전 찰떡소화 하셨는데요??? 너무 잘 어울리세요!!??,누군가의 바벨컬 무게가 누군가에겐 덤벨컬의 무게군요...,?????? 이두 점점더 커지시네요??,옷 너무 잘어울리세요???? 저도 사고싶네요?? 덤벨컬 중량 무슨일이죠ㅎㅎㅎㅎㅎ,덤벨컬 지금 30키로애요???????저 잘 못본거 아니죠?????,덤벨컬 30 이라고요?,볼때마다 느끼지만 프리웨이트를 머신해서 하는 것처럼 안정감이 느껴지네요. 대단하십니다.,hdex 모델 쭌님으로 바꿔야하는거 아니냐구요 ???????? 완벽 머슬핏,오우 역시 쭈니님이 입으니 옷이삽니디^^,와 흐득스 협찬도 받으시고 몸도 얼굴도 잘생기셔서 이제 유명 스포츠브랜드 다 오겠어요!!!!!!!!!!!,역시 마인드부터 다르십니다 체중이 낮아도 고중량 고볼륨 해내시겠다는 마인드ㄷㄷ,첫 사진 부터 강력쿠강력쿠!! 조만간 헬쭌님 보러 가야겠어요??,와 머슬핏 진짜 너무 멋진데 모델을 제대로 만났습니다…!!!????
쭌님 마스크 벗으신거 첨 보잖아요?? 잘생기면 운동 금지인데 몸까지 좋으시다니???,슬 더워지는데 하나 장만해야겠군요??,이게 누구야???? 엄훠!!!??????,오오!! 향은 어때여? 약간 쿨민트 향인가영??????,아니 바다 스프레이인데 피부가 너무 좋아서 피부에 뿌려야 할거 같애요!!,여름 필수템 바디 스프레이???? 향이 강하지 않다니 부담없이 뿌리기 좋겠어용??,준님 핵존잘 사진 업로드 정말 감사드립니다… ㅜㅜ??,와 오늘은 평소 피드랑 넘나 다른 일상x협찬피드네요 ???? 넘나 멋지십니당,와 마스크 벗으니까 세상 잘생겼구여!!!!!!!!!!!!!!!!!! ??????????,이제 뷰티 크리에이터도 접수하시는건가 크흐??????,아니 쭈니님 쇠질피드랑은 또 무드가 엄청 다르잖아요??,오오 여름템으로 좋겠네요????????,어머 이런피드 너무 좋아요?? 훈훈함에 눈이 호강하고 갑니다??,아니 맨날 얼굴보다 몸이@빛나더니 어늘은 얼굴이@빛나는 ???????? 멋져요 ????,오오.. 이거 진짜 여름 꿀템인데요!!???? 쭌님 일반인 모먼트 너무 잘생기셨어요!!!??
헤어밴드도 잘어울리시다니 저는 하나있는데 안 어울려서 안쓰게 되는????,헤어밴드도 잘 어울리시는 헬쭌님 ????안어울리시는게 없네요,헤어밴드 하시니까 머리가 더 작아보이세용??,헤어밴드도 쭌님한테 완전 찰떡이네요 안 어울리시는게 없습니다 ??,그 원피스 조로 같으심 크흐..????????????,너무잘어울리시네요 ㅎㅎ제가쓰면 웃길듯요 ㅜㅜㅠ소화능력 부러워요,쭌님께 헬스 배우고싶어요??????,맨날 슈건 뒤집어쓰는대 이거 완전 짱인데여?????,수건하시다가  밴드하니 어메리칸느낌납니다!!^-,기능뿐만 아니어 멋스러움까지???? 일석이조네요????,오오오!!! 헤어밴드 잘어울리세여!????,유튜브 잘 보고 있었는데 인스타에 딱 뜨시네요 ㅋㅋㅋㅋ 멋져용,헤어밴드기 너모 잘어울려요 쮸니쨈 (??????)?,오오 좋은 제품이네요! 저도 항상 머리땜에 고민ㅠㅠ,존잘만 쓴다는 그것??????
