0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
전 닥터페퍼제로를 즐겨마시는데.. 얘.. 는 들어있겠죠?? 역시 물이 정답일듯 합니다ㅠㅠ😢😢,안그래도 코카콜라 제로만 먹었는데 약사님 영상보고 찾아보니 다행히 수크랄로스가 들어있더라구요! 요즘은 추세가 수크랄로스로 바뀌고 있는 것 같아요ㅎ,헉.. 인공감미료 때문에 탄산수 먹는 1인입니다... 이것또한 끊어야하나요.. ㅠㅠ?,몇개월전 뉴스기사에서는 아스파탐이 미국FDA에서 인증한 안전한 감미료에 들어가 있는걸로 봤는데 그새 바뀐건가요?,혹시 탐스제로 종류 알수 있을까용? 제일 많이 먹는 제로 콜라 라임 맛도 궁금합니당 ㅜㅠ,"약사님 열일하시네요! 이런정보 알리시는것도 봉사정신없음 하기 힘든데, 같이 아이키우시는 입장이라 더 도움 많이 받고있습니다! 약사님 퐈이야~🔥불금되십셔🤗😍",제가 먹는 헤어메스 마그네슘에도 아스파탐(페닐알라닌) 이렇게 적혀있던데ㅜㅜ 약에도 감미료일까요? 이게 가루고 레몬맛이 나서 쉽게 섭취할수있어 쭉 먹고있었거든용..😂😢,제로콜라 안좋다는 이야기듣고 나서 몇주 전부터 탄산수에 콤부차라도 타서 먹는중이네요ㅠㅠㅠ칼로리생각해서 먹었던게 오히려 독이 되었네요,약사님께 소주 여쭤보기 너무 부끄럽지만 새로는요…? 하핳,칠성사이다 제로에도 들어있나요? 사이다제로 완전좋아하는데😢,사키린도 안좋다했다 괜찮다했다~ 모든 인공감미료 논란에서 벗어날 수 없는거 같아요.약사님 감사해요,제로펩시는 뭔가 맛이 몸에 안좋을거 같다는 느낌이 나는 맛?? 이긴하더라구요,약사님 안녕하세요 밀키스 제로도 궁금해요,나xx 에도 안좋은 성분이 들어있는거에요? 저희 가족은 나xx 없은 못사는데 ㅋㅋ,아스파탐 막걸리에 엄청 들어있는데 막걸리는 아무렇지도 않게 종류별로 팔잖아요 한국전통주다고 다 상술인거 같네여
쌤~저희집 아이들은 제로보성홍차를 물처럼 마시는데 ㅠ 그건 괘안을까요??ㅠ 제로제로 전 그게 더  무서워요 ㅠ,오마이;; ㅠㅠ 제로에 들어가 성분이 암유발 성분이라니 흐흑 ㅠ😢,제로콜라는 없지 않나요 사이다는 들어가있고,핵꿀팁… 나랑드에도 있으려나요 😢,당뇨냐..암이냐..😢,제로콜라 이제 마시면 안되겠어요😱😭,코카콜라 제로는 괜찮은거져😢,스테비아 이런건 괜찮은걸까🤔,제로는 너~무 달아서 더 맛없더라구요.제 기준ㅎ,직각어깨 정보좀요 ㅠ,아세설팜칼륨하고 아스파탐하고는 다른건가용?,음악이 찰떡!,저는 오리지날이 좋아요😍,@doyung.doyul_father 제로음료 아스파탐 암유발힐다네ㅜ,@mir_head_sh 줄여주라여보ㅠㅠ
"와👏 곧있음 아이와 첫 해외여행가는데 필요한 정보였어요! 감사합니다😍 궁금한게 있는데, 저기있는 알러지약은 어른도 같이 복용가능할까요? 또 지사제는 어느정도의 증상일때 먹을 수 있는지, 백초와 같이 먹어도 되는지 궁금해요❤️",항상 가방엔 애들 약이 한꾸러미씩 있어요. 😂😂 약사님 그런데 백초는 콜데원처럼 소분된 제품에 문제가 보고되거나 하진 않았나요? 스틱형이 편하고 좋긴한데 불안..,8월에 자녀와 여행 가는데 꼭 필요한 것만 정리해 주셔서 넘 감사해요❤️,모기 기피제 드디어❤️ 감사해용🥹,고맙습니다 약사님은 확실히 J같아요,정리가 남다른 유이약사님 믿고보는 피드😍🙌,쌤 좋은 꿀팁감사 곧 해외여행가는대 😁👍👍,요렇게 한팩 주문할게오😍 ㅋㅋㅋㅋ,감사합니다!!! 정리완벽하게 된거같아요!!!,최고의 정보다👏👏👏,약사님 소중한정보 감사합니다🙏,선생님. 모델상 축하드려요👏👏,@bbubbu_yaksa 유학 갈때 챙기면 좋을 약들도 소개 시켜주세요 😢❤️,@jinbeechu 🌷,@suim0527
약사님~~~ 예전에 아이크림대신 D판테놀 릴스 안보이네요 ㅜㅜ 내리셨나요??,근처에 피부만보는 병원이 없어서 여쭤봅니다. 선생님.사춘기 아이인데 한쪽팔만 오돌토돌..닭살도 아닌것이 여드름도 아닌것같이..만져지고 보입니다.방법이 있을까요?,발모델 누구야❤️,우레아는 약국에서 가지고 왔는데!!! 덱스판테놀도 갖고와서 꼭 바르고 자야징⭐️ 꼭 필요한 애가 있어서….🙄,와ㅜ 약사님 완전 필요한 정보를 ㅎㅎㅎ제가 각화무좀인데ㅠㅠ 연고 좀추천받고싶은데 가능한가요ㅠㅠ,유레아 제품은 자극도 덜하고 정말 좋은 제품 같아요. 손에 습진 생겼을때 바르고 자도 좋고 거칠어진 손에 바르고 자면 촉촉 해져요,저는  피부과를 갔더니 각화증이라고 하시더라고요~~ 그럼 각질제거 하는 방법으론 안되는거겠죠?^^;;,스크럽은 뭘로 할까요~?,처방없이 살수있나요??,스크럽타이밍에 효과음 스크럽이라고 들림 ㅎㅎㅎ 대박😃👍,오~~ 오늘밤 저도 랩핑랩핑 해보겠습니당 꿀정보 감사해요~ 아기발아기발아기발 🙏,ㅋㅋㅋ 약사님 깔끔 정리 너무 좋어요 바쁘신데 영상을 매일 올리구 대단❤️,1. 스크럽문질2. 우레아때리기3. 덱스판테놀때리기4. 랩으로 칭칭감기 🙌,크.... 너무 감사합니다아🫶🏻🫶🏻🫶🏻저장 꾹 누르겠숩니당❤️,항상 영양제 상담도 디엠으로 잘해주셔서 고맙습니다! 이번에 약사님이 알려주신 영양제 잘 구매했어요 🙌🙌
약사님 바나바잎에 스테로이드 성분이 있다고 해서 먹다가 안 먹는 중인데 바나바잎 섭취해도 피부에 문제가 생기거나 하지는 않을까요?,바나바잎 영양제1일1알먹는데 크롬이30 포함되있는데요..나우푸드 크롬200 짜리랑 먹어도 될까여?  그외에  밀크시슬+마그네슘(칼슘 아연 포함된 복합)+오메가3  먹고있는데.. 괜찮은건가해서..ㅠ😢,영양ㅈㅔ추천해주시면 안될까요? 콕 찝어주세요ㅠㅠ,근데 혹시 비만인 사람이 매 식사마다 베르베린을 먹는건 안좋을까요 식단으로 살빼는건 한계가 있는데 말이죠 ㅠㅠ,약사님 영상보고 엘카르니틴 크롬 영양제 구매 했습니다 더불어 아르기닌도 구매했는데 혹시 다이어트와 혈당관리를 위해 도움이 될만한 영양제가 뭐가 있을까요? 혹시 과다섭취했을 때 과잉증같은게 있을까요? 다른 종합비타민제랑 같이 먹자니 성분이 겹치는 것도 있고 특히 지용성 비타민은 과잉 섭취하면 안된대서… 걱정입니다,3가지 모두 한번에 먹어도 되는거죠? 식전에 먹는게 좋을까요?식후에 먹는게 좋을까요?^^,ㅈㅔ가 길거리에 안나가서 그런가봄니다..꿀팁 감사함니다,제가 약사님 앞에 똬~악 나타나야 ㅋㅋ 하는데 ㅎ 3가지 다 먹어도 되나요? 구체적으로 추천해주시면 안되나욤?,"쌤님 ~  요거 약국가면 파나요?유산균오메가3달맞이유, 같이복용해도되요?아침에먹는 영양제양이 늘어나네요",댓글 잘 안다는데 우리 약사님 귀엽고 이쁘셔요❤️❤️❤️❤️❤️,인위적으로 몸의 기능을 바꾸는 거가 안정할까요...? 섭취하고싶은데 무서워서요!,부작용도 같이 알려주시면 좋을고 같아영!! 😍,"약사님 너무 친절하시구 꼼꼼하셔요 정말 주변에 계시다면 맨날 영양제 사러 갔을 것 같아요 텐텐이라도 ^^…ㅋㅋㅋㅋ 늘 응원합니다,..💙🩷",전 그보기힘든 사람 중에 하나입니다ㅠ도와주십시요ㅠ,엘카르티닌이랑 같이 복용해도되나요?
약사님 안녕하세용. 방금 클렌징오일을 썻더니 열감이 크게느껴지며 콧등 턱  미간쪽에 오돌토돌한 자갈같은 느낌의 무언가가 만져지고..껍질?이 벗겨진것같고.. 붉게올라오는것같은데 이럴땐 어떤연고를 발라야할까요?ㅠ,".약사님~ 햇빛알러지로 손등,팔, 발등이 가럽고 올록볼록 올라와요ㅠㅠ 뭘발라야할까요??40 이 넘으면서 피부가 갑자기 햇빛에 반응을하네요ㅠㅠ",약사님 저는 켈로이드 흉터수술을 받고 지금 막 2주가 되었네요 아직 실밥도 풀지 않았고요 (1주 후 제거) 피부를 완전 절개한거라 매일 드레싱 하라고 해서 박테로신+메디폼 폼드레싱 부착하고 있습니다. 또 흉이 크게 질까봐 무서운데 미리 흉터 방지 연고도 발라야 할까요??,병원에서 더모타손+네오시덤 섞어서 통에 넣어주시던데 한통에 2만원씩해서ㅜㅜ 추천해주신 연고를 따로 구매해도 상관없을까요? 성분이 많이 다른가 해서요!! 😮😮,선생님 영상과관련없지만 hpv검사시 고위험군 바이러스가나왓는데 3년째 없어지지가않는데 ㅠ 질유산균 어느정도 도움이될까요? 개선법이나 그런게잇을까요??,흉터연고는 뭐가좋을까요? 인생더마연고 바르고있긴한데 ㅜ,이미 레이져 수술하고 석달째인데 흉터가 안없어져요 ㅠㅠ 색소침착이라고 해야하나요.. 지금이라도 바르면 괜찮을까요? 나이도 50을 바라보니 재생능력이 정말 떨어지네요 ㅠㅠ,평소보다 뭔가 얼굴이 달라보여요. 내용도 좋아요🙌,약사님~저희아기가 모기 물린후 긁고 딱지지고 긁고 딱지지고 해서 흉터가 남았는데요 어떤 연고를 바르면 좋을까요?다 아문상태고 피무가 뭔가 흰색?으로 변한상태에요 ㅜㅜ,쌤 설명해주시는 영상 바뀐게 더 조아요❤️감사합니당,약사님 안녕하세요 26개월된 딸 아이가 최근에 침대에 부딪쳐서 찢어져서 봉합후 실밥 제거를 했는데요 아기가 사용할 수 있는... 흉터를 최대한 남지 않게 도움을 줄 수 있는 연고 추천 부탁드려도 될까요??,이 날 맘에드셔서 영상 10개 찍어놓으셨나요 ㅎㅎ 얼굴서 빛이나네요ㅎㅎ,썬번 이후 피부에 검게 그을린 자국에는 어떤게 좋을까요?,아놔ㆍ약사님 목소리도 너무 좋아요. 저한테 완전 필요한 정보 감사합니다~♡,저도 꿰맨후 흔적 지우는 연고 궁금합니다요
"ㅠㅠ 속옷 끈에 쓸려서생긴 어깨 색소침착과 , 데오드란트로 인한 겨드랑이 등 색소침착에 도움되는게 뭐가있을까요? 화장품은 이것저것 사용해봤지만 효과가 ㅠㅠ...🥲🥲",약사님~ 흉터레이져 받은 부위에 오히려 함몰되어 보이는데 어떤 흉터 연고가 좋나요?😢😢,혹시 각질제거약 발 뒷꿈치 관리에 사용해도 괜찮을까요?,모공각화증과 등드름도 다뤄주세요🔥🔥🔥,미백연고는 전체적으로 얇게 펴바르시는걸 추천하시나요 부분적 면봉으로 연고를 얹어놓는걸 추천하시나요?🙂,베이비꿈치예약🙌,찔림 안그래도 신경쓰임요 결혼식 전에 알려주지ㅜㅜㅜ,발뒷꿈치도 알려쥬세여😢😢,우레아문지르고 바로 미백연고 문지르면 되나요?,ㅅ 각질제거 유리아크림이요~ 다리모공각화증?같은곳에발라도효과잇을까요  그리고화상자국변색된곳에두요,모공각화증에 좋은약도 추천해주세여😢🔥❤️,ㅇ약사님 이것두 녹내장 관련있을까요!?항상 걱정대여!!,여기까지!!! 너무 하고픈말인데 여기까지라서 아쉽지만 다 알아들었어요!!!후후!!!!!!!!,겨드랑이도 동일할까요..?😢,모공각화증?오돌토돌한 닭살피부에 쓰면좋은게있을까요ㅜ
상체에서 전반적으로 땀이 많은데요...국소부위가 아닐때는요??? 신랑이 땀이 너무 많이 나서 여름을 힘들어해요ㅠ,드리클로 따끔거리긴해도 효과가직빵인지라  몇년째 사용중인데  추천해주신것중 좀더 순한걸로 바꿔봐야겠습니다 ~👍 드리클로 주의사항 모르고 쓸때 옷이 탈색도 되었지만 부드러운면옷은 찢어지기도 하더라구요  그래서 바른후 버려도아깝지않을옷 입고 다음날 씻은후 하루정도는 아끼는 옷을 피하는게 좋을듯합니다,얼굴에 땀이 나서 메이크업 하기 힘들었는게 감사합니다. 트러블 피부가 사용해도 안전할까요?,선생님 ~~~ 매번피드잘보고잇는데요!!❤️ 남편이 횟집을해서 손에늘물을달고살아서ㅜㅜ습진처럼하얗게까지고밤마다많이가려워하는데.. 피부과가서약먹어도큰효과도못보구요.. 혹시 추천해주실약잇을까요?ㅜㅜ,"얼굴(이마 양옆으로, 코, 인중, 목 가슴 밑부분) 땀이 많이 는데  ㅠㅠㅠ. 코에는 바르면 안되는건가요?",약사님 중2 아들이 발과 손에 땀이 정말 많아요😢 태권도 선수인데 여름이라 땀이 더 많이나서 연습하기 힘들어하는데요. 어떤 제품을 발라줘야 도움이 될까요? ㅠㅠ,약사님! 늘 잘보고 도움 많이 받고있습니다!!노즈엣센스도 쓰고있네용ㅎㅎㅎ그런데 혹시 철분제는 어떤 게 좋을까용? ㅠㅠ스파톤 먹고있는데 괜찮을까용,"그러면 여드름같은 트러블은 유발하지 않나용,,,?",ㅇㅏ..약사님 이거또한 녹내장 환자가 쓰면 안대나요 .??? ㅠㅠ 지난번에 잠안올때 먹는약 성분도 그랫는대ㅜ,두한증에 좋은 스프레이는 뭐가 있을까요..? 🥹🥹,안녕하세요! 두피에서 흘러내리는 땀은 어떤 약을 발라야 할까요ㅠㅠ,드리클로 너무따가워요ㅜㅜ 며칠내내 아주 따갑고 가렵고ㅜㅜ왜그럴까용,두피땀은 어떻게해야할까요? ㅠ주르륵흘러용,홀 땀도 조절할수잇구나!!!,핑크색 노스엣센스 사용 중인데 며칠 있으면 가렵습니다… 혹시 다른 순한 게 있을까요?
저 자면 금방 일어나고 스트레스로 편두통이 늘 있는데 마그네슘 먹으면 좀 나아질까요? 😢😢,이석증에 좋은 영양제도 추천해주세요 의외로 이석증환자들이 전체인구2.4프로구 응급실의30프로이상이 이석증환자라네요. 저도 그렇구요ㅜㅜ,마그네슘은 언제먹어야되나요?복용시간이궁금해요.,비타미르가 최고인것 같아요! 혹시 약사님께 구매할 수 있을까요?,저도 술자주마시는데 눈밑도자주떨리구요~ 제게꼭필요한영양제같아요 혹시추천제품 있을까요?,우왕♡♡♡♡♡마그네슘  추천 해주세용♡디엠 잠깐 보낼께융...,안녕하세요. 약사님. 마그네슘 아연. 비타민D. 추천 좀 해주세요. 새벽에 깨구 항상 피곤하고 몸이. 많이 부어요. 그리고 너무. 너무 깜빡깜빡. 잘하구 기역력이 자꾸 나빠져요,제품추천도 가능한가요?,유용한 정보 감사합니다~~🙌,저도 디엠주세요😮,저장저장 🔥🔥🔥🔥 저장입니다 :) 😃,비마아!,👏저에게 필요한거에요~~~~~~~,저도 궁금한것 디엠 드렸어요 확인부탁드려요🙏🏻🥹,@_____dong.y 당장약국을 가야하나
제주도 갔다가 사온 태반 가루도 도움이 될까요?정말 넘나 피곤 해요비타민 B는 먹고 있어요 ㅎ,피곤할때는 박카스!!!라고 알려주는 참약사님?!,오 말씀주신것중에 타우린 뺴고 다 때렸거든요? 그랬더니 꿀피부가 되었어여 꿀피부랑도 연관이 있나요????,약사님 비타민 b면 비맥스같은 제품 말씀하시는 건가요? 매일 복용해도 안전한가요?,남편이 50대입니다 일주일전에 대상포진 백신을 맞았어요 아르기닌을 어제부터 먹고 있는데... 괜찮을까요?,약사님 영상 보고 약국에 있는거 다 쳉겨먹고 퇴근합니당 😉💜,약사님 최근 독감유행후에 독감걸리고 입맛이뚝떨어져요 ㅠ  그런경우 관련된건 없나용 ㅠㅠ,입술포진이 자주생기면 좋은 조합 뭘까요? ㅜㅜ 아르기닌 탐나는데 포진이 자주 나서 못먹겠어요~~~,피로회복 꿀조합 알려주셔서 감사합니다🔥🔥,비타민 b는 추천해주실 제품 있으신가요!?ㅠ비타민을 처음 챙겨먹어볼까 하는데 게시글 보고 비타민 b부터 시작해볼까해서요😊,혹시 아르기린 제품좀 추천해주실수있나요😢😢 찾아봐도 넘 광고같은제품들만 있어서... 벤포벨s랑 같이 매일먹어도될까요😮,약사님 딕션도 참 아름다우세요,공부하는 아이들 피로.집중력엔비타민b가 좋을까요?추천좀😍,저요 저! 너무 피곤해요ㅎㅎㅎㅎ😂 한번에 다 먹어야겠어요:),요즘많이 피곤한대 좋은꿀팁 감사👍👍👍
복합성피부에는 지서부분과 건성부분이 경계가 별로 없이 개기름이 많이 끼다가도 세안후 당기는 피부인데 여드름이 화농성 검은 피지가 많은 피부인데 3가지를 돌아가면 써도 되는건가요?,선생님 혹시 특별한 알러지 반응이 없다면 임신했을 때 발라도 되는 성분들일까용??😮,"여드름 염증주사 맞았는데 색소침착이나 자국이 남을까봐 걱정되는데, 어떤 연고 발라야할까요?! ㅠ",pms로 인한 여드름에도 연고 발라야할까요? 지복합이고 평소엔 여드름이 없다가 생리전엣안 턱라인쪽에 올라오는편입니다,약사님 과산화벤조일 단계때 파란색후시딘 바르는것도 괜찮죠?? 후시딘겔은 내성 생기는 건가요? 가끔씩 쓰는데 몇년째 사용중이에요,건성인데 블랙+화이트헤드 제거는어떤게있나요?,티존만 번들거리고 뺨은 건조한 복합성은 티존부위에 클리어틴 바르면 피지분비가 줄어드나요?!,혹시 등에 발라도 되나요?? 곧 여름이라 등드름 너무 신경쓰여요ㅠㅠㅠ,"탈락성 입술염에 효과좋고 부작용 없는 립제품과 연고는 뭐가있을까요,ㅠ",셋중에 임산부가 발라도 되는게 있을까요?ㅜㅠ,피지 관리 꿀팁 넘 좋아요 💜 피지는 여름에 꽃피지 ~🌸 개그 욕심 죄송합니다 😂,좋은 정보 감사합니다 ~그렇지 않아도 요즘 피지랑 트러블이 생겨서 고민였는데 유용한 정보입니다~😍,샘 혹시 여드름짜구 자국 남았는데 ㅠㅠ 바르는건 없나요?,안녕하세요~~ 평소 모공관리에 바를 만한 제품은 뭐가 있을까요?!,세균을 없애준다면 평면사마귀 같은 것도 없어질까요??자잘하니 생겨서요
셋째임신중인 임산부인데 아직도 엽산제 철분제 말고는 어떤 영양제가 산모에게 좋은지 모르겠어용ㅠ 야무지게 알려주시면 너무 좋을것같아용,ㅈㅓ는 출산과정은 원장님들 마다 다르기때문에 무조건 자연분만이 좋다고 하는 부분은 아닌거 같네요😭,셋째 임밍아웃 이신줄 알았어요...🫢🤩,새삼 지난 세월이 생각나는구료🥹,뭔가 영상보는데 갑자기 뭉클~하넹 😍❤️ 엄마의 사랑 ❤️❤️❤️,여성유산균과 유산균은 같은건가요 다른건가요??,여성유산균*^^* 추천해주세요,ㅎㅎㅎ 임밍아웃인줄 알았어요 😂,넷째 출산한지 12일짼데 치아랑 뼈가 아파오기 ㅠ칼슘제 뭐가 좋을까요?ㅠ추천부탁드려도될까요?,임신 준비중인 친구에게 강조 꼭 해줘야겠네요 🫡🫡🫡,어머! 약사님 아이엄마인줄은 몰랐네요^^!!,약사님 넘 멋지세요🥹🤍🤍,약사님 저두 아이 엄마신줄 몰랐어용 ㅎ 딸이 엄마 많이 닮았어용~~~,좋은 정보이네요. 모든 산모님들이 아셨음 좋겠네요. 좋은 유산균도 추천 공구 해주세요,@seulllll222 참고해 예비엄마😊
붓기 빼는 음식만 매일 먹으면 약사님처럼 부기 싹 빠질 수 있나요~~? ☺️,바나나 파인애플! 오늘꼭 사겠어요,넘 이뿐거 아닙니까? 저 음식들 다 마켓컬리 주문 완료 😉 저장저장 💜💜💜,붓기에 좋은 음식들 알려주셔서 감사합니다 약사님 ^^😃🙌🙌,부기빼는 음식 집에 뭐가있나 냉장고 열러갑니다..(아 근데 이건 살이네..),약사님 붓기뺄곳이 없어보이시는데요!!!!😍,붓기 저리 가랏 👊 약사님 좋은 식이하면서 약사님처럼 예뻐지고 싶어요!!,냉장고 정리부터 해야겠…😖😲🥲,헐 안그래도 부기에 좋은 음식들 찾아볼까했는데 딱 정리해주셔서 넘 좋아요😍!!! 근데 이번 영상 미모 무엇?! 대박입니다😆👍👍,오! 붓기에 좋은 음식!! 울 신랑 챙겨줘야겠당 ㅎㅎ,귀엽고 아름답습니다(번역중)🙌🙌,노래 따라해도 돼요??? 미모는못따라할듯,욜ㅎㅎㅎ 왜케 이쁨요,수박부터 시작하는것으로!! 🔥🔥,우왕 감사합니다! 혹시 도움이 되는 약은 없을까요?
건강검진후 여기저기 물혹에 뭐에 ㅜㅜ 재검만 두개과에서 하는 중이라 건강에 관심을 가져야하는 저 건강이 절실한 요즘인데 이런건강콘서트가 있는건 처음알았어요!!,❤️아무리 좋다는걸다 먹어봐도 염증이 잡히질않아 문제의 원인을 알고싶네요.당뇨와혈압때문에 고민입니다.뇌혈관시술도한상태인데ㅜㅜ,"❤️늘 피드보다가 이런 좋은기회가..! 제가 어릴적 소아암을 겪었던 터라 늘 건강이 소중하단걸 잘 알고 있는 저인데, 과한 스트레스와 등등 사정으로 자율신경이 많이 안좋아졌더라고요 ㅠㅠ 호르몬 균형부터 깨지고 나아가서 신체적인 증상과 더불어 심리적인 부분도 있지만 제가 더 운동하고 명상하고 영양제나 약도 챙겨먹는 이유는...! 제가 사랑하는 일을 하기 위함인데요..! 엔지오 쪽에서 일하다 보니 어릴 적 저처럼 아픈 아이들 복지가 필요한 아이들을 많이 접해요..! 이 일을 제 건강때문에 그만두고 싶지 않아요😢 저에겐 정말 좋은 기회가 될거 같아서 신청합니다!","늘 좋은 정보 잘보고있습니당❤❤️️ 앞자리가 3으로 바뀌고 2일 때는 멀랐던 체력이 딸린다, 밤을 못샌다 등의 처음 접하는 일들로 저에게 충격을 받아요..🥲ㅋㅋㅋ 정말 모든 것의 기본은 건강한 몸인거 같아요..,, 이제는 진짜! 건강을 챙겨야한다고 느껴서 건강콘서트에서 알찬정보 듣고 싶어요!!!❤️❤️",갱년기초기라 ㅜㅜ 한꺼번에 챙길게 많네요 ㅠ,"암진단 후 건강해지려고 식단, 약, 운동, 다이어트 전부 신경쓰면서 지내고 있어서 그런지 너무 좋아보입니다!! 남편이랑 같이가서 배우고 싶어요!! 신청해봅니다😆❣️❤️",공지 이렇게 상큼하시기에요 🩵,영양제에 거부반응(?)있어 영양제 사다 드려도 안드셔서 고대로 버리게 되거든요ㅠ무조건 음식이 좋다고 알고 계시는 부모님께 인식의 전환을 선물해드리고싶어요. 이렇게 신청해봅니다😍,가고 싶어요!!:),저 너무 가고 싶어요. 갱년기 초기라 부쩍 건강에 관심도 많아지고 좋은 비타민과 이너뷰티에  신경써야지 싶거든요. 슬쩍 손을 들어봅니다. 😀,고약사님 덕분에 한동안 영양제만 먹어도 배불렇죠❤️❤️,❤️ 저 공황이랑 불암장애 5년간 겪으면서 몸이 많이 상했어요ㅠㅠ 도움이되었으몀 합니다,헉.. 너무 탐나는 티켓인데용.. 제가 한번 가보고 싶네여..🧡,가고시프다😂😢😍,세상에 !!!!이런 이벤트를 열어주시다뇨!!!!무적권 가야해요!!!!! @hwanhyi.song  가자 가야지 가야만해 갈수밖에없어 꼭 가야함
자궁근종 제거하고 루프를 넣었는데 생리를 안하는데도 계속 PMS 상태 느낌이에요.. 체중도 많이 증가하고 빠지지도 않아요 .. 이중에 뭘 먹으면 좋을까요,가스가 며칠째 잘 안빠지고 계속 채워지는데 일반 유산균인가요? 질유산균인가요? ㅠㅠ,"생리통과 생리과다로 자궁절제술까지 받았는데도ㅠㅠ 생리양이 아직도 넘쳐납니다ㅠㅠ 피드에 보여주신 철분제 와 조혈제 명 알려주실수 있을까요? 혹은, 추천해 주실만한거요~~🙏",율동이 좋은 정보를 가려보리는 안타까움😢,"배란기에만 증상들이 두드러지는 것도 호르몬변화,불균형에 따른 pms의 일종인가요? 오히려 생리전일주일~생리기간엔 컨디션이 좋아요😢",미룰려면 어떤거 먹어야 하나여? 미룰때마다 피임약을 두달가량 먹은적이 있어서요,급하게 사진 낑겨넣다가 먹던 오메가3 사진 넣어서 죄송.....👉🏻👈🏻,일반약국엔 잘 안파네용 😢,챙길게 한두가지가 아니군요🙌🙌,혹시 중1여자 아이도 피임약 먹어도 될까요?? 여행이 잡혀있어서 ㅠㅠ,생리할때 어깨근육통이함께오는데 왜그런걸까요? 그리고 뭘먹어야할까요?,최고입니당😍❤️,엄훠 나에게 너무 필요한 정보!!!😍😍😍,호르몬 밸런스 먹으면 어떻게되는거에요?,가슴 붓고 커지는 건 뭘 먹어야 하나요..??
하비때문인지 이제는 하지정맥으로 고생하고있어요 붓기때문인지 추천해주실만한 약이라도 있을까요?ㅜㅜ,바빠서 못들어갔어요~~ 아쉬워요 다음번에 만나용 약사님 ~,상체하비도 해주세요 ㅎ,전 정말 하비라 꼭 했어야 했는데ㅜㅜ 흑흑,약사님! 다음에 저도 참여할게요!!😍😍,약사님 압박스타킹도 도움이 되겠지요?,대박ᆢ 나 하빈데 😢,아쉬워요..바빠서 못챙겼네요..ㅠㅠ2기때 꼭 꼭꼭..,고생하셨어요👏  모두에게 좋은기회가되길..,,,,,,
