POS String,분류된 품사
  ????소리주의  배고픔주의 ??    삼겹살 먹방3주 드라이 에이징한삼겹살을 두툼하게 잘려나와서아주 편하게 구웠답니당 숙성으로인해 감칠맛이있고식감이 부드러워용육즙이 예술??쉐프출신 사장님이반찬을 직접 만드셔서 그런지반찬이 맛있어요특히 신김치고사리무침삼겹살이랑 같이 구워드셔보세용   떡갈비가람떡갈비는 갈아서 미트볼같은떡갈비가 아니라 100%소갈비 살로 만든 떡갈비로 일반 떡갈비와 달리 마치 언양 불고기먹는 것같엤어용1차로 직화에 굽고 2차로 숯불에 한번 더 구워서불맛이 나고 떡갈비 고기가 부드러워서자꾸자꾸 땡기는 맛이였답니다no 밀가루 only  고기완전 강추강추? 볶음밥 필수 볶음밥안에 고기도 들어있어요볶음밥 신김치와 삼겹살조합말모말모 용산역 고기집 단체모임 회식장소로 강추???♀?합니당                      ,소리|주의|배고픔|주의|삼겹살|먹방|드라이|에|이징|한|삼겹살|와서|아주|답|당|숙성|감칠맛|감|즙|예술|쉐프|출신|사장|반찬|그런지|반찬|김치|고사리|무침|삼겹살|이랑|워드|보세|떡갈비|가람|떡갈비|미트볼|떡갈비|소|갈비|살로|떡갈비|일반|떡갈비|언양|불고기|직|차로|숯불|불|맛|떡갈비|고기|맛|이|밀가루|고기|완전|강|추|강|추|볶음밥|필수|볶음밥|안|고기|요|볶음밥|김치|삼겹살|조합|말|모|말|모|용산역|고기|집|단체|모임|회식|장소|강|추|합|당
     핫플  색감맛집ㅋㅋ게임 속에 들어온 기분오사카 여행 시유니버셜 스튜디오 필수 코스?최근에 생겨서 제일핫하더라고요입장시간이 정해져있으니유의하셔야 합니다:)아무 때나 들어갈 수있는 곳이 아님??다음 피드도 오사카 유니버설이랍니다ㅎㅎ???♀?,속|기분|오사카|여행|시|유니버셜|스튜디오|필수|코스|최근|제일|핫|입장|시간|유의|때|곳|다음|피드|오사카
   신상 떡볶이집   한상  패키지도 귀여운 떡상 ㅋㅋㅋ 스마일로제 떡볶이 느끼하지않고 매콤하면서부드러운 꾸떡스타일떡볶이와빼놓을수 없쥬바로 순대 찰순대 껍질도 부드럽고따로 놀지 않아서좋았어요 떡상의 히든 메뉴   강추???? 돈까스맛이에요진짜 신기함 삼겹살튀김이 돈까스맛이 나다니 요건 꼭 필수후식으로 망고빙수먹었는데 꿀 조합?? 요즘 코로나4단계때배달과 포장이 편하고 좋은것같에요일반고객과 동일하게 배달의민족 리뷰이벤트 오픈이벤트 참여하시면 서비스로 (오픈이벤트 - 튀김2가지 랜덤 or 떡상부채)분식은 언제나 맛있음??,신상|떡볶이|집|한|패키지|떡|스마일|떡볶이|매콤|순대|순대|껍질|떡|히든|메뉴|강|추|삼겹살|튀김|요건|필수|후식|망고|빙수|조합|요즘|코로나|단계|때|배달|포장|일반|고객|배달|민족|리뷰|이벤트|오픈|이벤트|참여|서비스|오픈|이벤트|튀김|랜덤|떡|상|부채|분식
연남동 시그니처 오렌지빙수♡수요미식회에도 나왔다는데 너무 상큼한빙수                                          ,연남동|그니|처|오렌지|빙수|수요미식회|빙수
신혼집거실??아직 정리가덜 끝나서거실만 찍어봐써영저희집컨셉 화이트&네이비미리 신혼체험해보고있답니다????요.똥이라 음식을못하지만나름 요새 공부하고있어요ㅠㅠ요리잘하는사람부러워요칼이 너무 무서움??전 먹기만 잘해영ㅋㅋ먹는게 제일 쉬움 신랑도 요똥이지만저보다 나은것같에요ㅋㅋ점점 제 이상형과가까워지고있음??제 이상형은요리잘하는 남자?이제  예비신혼부부 밥상차림도틈틈이 올려보겠숩니당??,신혼집|거실|정리|끝|서|거실|영|집|컨셉|화이트|이비|미리|신혼|체험|요|똥|음식|을|요새|무서움|전|제일|신랑|요|똥|이상형|이상|요리|남자|이제|예비|신혼부부|밥|상차림
바다왔으니회를먹어줘야쥬??양양회센터가서회떠서포장해서숙소에서 먹었어욥?코로나도방역할수있고저렴하게 회를 먹을 수 있어서너무 좋네욥ㅎㅎㅎ광어우럭  한마리씩횟감ㅋㅋ하고  산오징어1마리회뜨고 ㅋㅋ멍게서비스????회가입에서살살녹더라구요특히 광어?취향저격ㅋㅋ입니당오징어회도너무맛있고 멍게도싱싱하니 맛있게먹었어욥??역시여행의묘미는식도락이쥬?                            ,바다|양양|센터|서|포장|해서|숙소|어|욥|코로나|도방|역할|오징어|마리|멍게|도|어|욥|역|여행|묘미|식도락
  잘나온 사진 ??주말에 따근따근한신상카페    방문했답니당짝꿍이가완전잘찍었다고칭찬한사진??뿌듯뿌듯??나도 나름~~~~~~잘찍어너보다는 아니지만ㅋㅋㅋㅋㅋㅋㅋㅋ자기도 잘찍어줘서감사감사??근데  쫌 삐둘게 찍었더라나는  완전 똑바로찍어줬는데 ??.. 그렇다고간만에 똥손이성공했어요...???♀?뿌듯 cafe_andterrace                                        ,사진|주말|따|근|따|근|신상|카페|방문|답|당|짝꿍|이|완전|칭찬|사진|나|잘|감사|감사|완전|똥|손|이|성공
"주말에가평가서색다른데이트를 해봤어요 바로바로""짚라인""타봤어요가평짚라인최고인것같에요????????스릴장난아니구요산이라 시원하고너무 재밌었어요1-8코스까지있는데초급고급으로나눠져있습니다저희둘다처음타봤는데안전하게직원분들이장비나 안전장치계속 확인해주셔서안심하고탔습니당직원분들 너무감사해요?덕분에쫄보가재밌게 짚라인타봤네요ㅎ처음다리떨어트리는게무척 무서웠지만한번해보니 너무너무 재밌고신났어요ㅋㄷㅋㄷ짚라인자주타야겠어요ㅎㅎ특별한경험과 추억을남기고 싶다면가평짚라인추천할게요??                                    ",주말|가|평가서|데이트|짚|라인|요|가평|짚|라인|최고|스릴|장난|아니|구|요산|코스|초급|고급|다|처음|안전|직원|장비|안전장치|계속|확인|안심|습|당|직원|감사|덕분|보|추억|가평|짚|라인|추천
친정식구랑남편이랑 1월1일 해돋이??보러갔어요:)처음맞이하는해돋이ㅋㅋㅋ둘다 오전 잠이많아서 해 못보는데이번엔 봤네요ㅎㅎ2023년은 건강하고 하는일이 잘풀렸으면좋겠어요??해돋이 보고맛있는거 먹기??바닷가에서 먹는 회란말모말모??,친정|식구|남편|이랑|오전|잠|데이|건강|일|해돋이|보고|바닷가
오사카 식도락여행??,오사카|식도락|여행
태안세계튤립공원나들이 ♡너무 좋음 ♡      ,태안|세계|튤립|공원|나들
테라스맛집??   카페로도 유명한곳???그릴드 닭가슴살 샐러드볼 15000원???보리 리조또  25000원식전빵도 맛있고특히 그릴드 닭가슴살  jmt?다이어트 할때 맨날 먹어도 질리지 않을꺼같에요가격만 착하다면ㅋㅋㅋㅋㅋ병아리콩.렌틸콩.아보카도.적강낭콩샐러드야채.그릴드닭가슴살.귀리.버섯등등 이렇게 푸짐한 샐러드볼너무 좋아요?인생 샐러드볼보리 리조또는포르치니버섯 크림소스로맛을 낸 리조또 안에토마토소스가 따로 있어 로제와 크림을 둘다즐길수 있는 보리로 만든 리조또랍니당??전혀느끼하지 않고 엄청고소해요ㅎㅎ데이트장소로도 강추강추??예약은 필수인곳이에요인기가많아서  예약손님들만받아주더라구요 ??  발렛가능                      ,테라스|맛집|카페|유명한|곳|그릴|드|닭|가슴|샐러드|볼|보리|조|원식|전|빵|그릴|드|닭|가슴|다이어트|때|가격|샐러드|볼|인생|샐러드|볼보|리|조|포|르|버섯|크림|소스|맛|조|에토|마토|소스|로|크림|보리|강|추|강|추|예약|필수|곳|기가|예약|손님
중식 하면짜장면?아주 윤기 좔좔맛은 아주 맛있는 짜장면맛예랑이는 짜장면을좋아해요 ㅋㅋㅋㅋㅋ저도 짬뽕보단짜장면이 더 좋아요??하지만 칠리새우가더좋아요예랑이랑 식성이 같아서아주 편하고 좋아요척하면 척????식성맞아서ㅋㅋㅋㅋ결혼까지 생각한이유 중하나죠ㅋㅋㅋㅋㅋㅋ                    ,중식|하면|짜장면|아주|윤기|맛|짜장면|맛|예|짜장면|짬뽕|짜장면|하지|칠리|새우|예|이랑|식성|하면|생각|이유
   먹었어욥??규카츠와 오므라이스맛집?규카츠는 겉바속촉미디엄레어로 나와서화로에다가기호에 맞게 구워먹는음식입니당소스도세가지인데저는그중 칠리소스를좋아해서 칠리소스로먹었어용맛있었습니당??일본식오므라이스는처음 먹어봤는데반숙이라서굉장히 부드럽고보들보들해서칼로자르면 쓰윽하고퍼져용ㅎㅎㅎ전 오므라이스완전 강추해요???♀?부들부들하니오므라이스소스도넘 맛있구 간만에  배부르게 밥먹었네욥??네이버예약시3000원상당 미니치킨가라아게증정치킨가라아게도치킨이살이많고부드러웠어요??맥주를부르는ㅎㅎ사이드메뉴였답니당재방문의사200%                    ,겉|속|촉|미디엄|레어|기호|음식|입|당|소스|도세|그중|칠리|소스|칠리|소스|습|당|일본|오므라이스|처음|데바|들보|들|해서|칼로|자르|오므라이스|완전|강|부들|부들|하니|오므라이스|소|스도|넘|간만
   집에서 즐기는전국맛집투어???♀?세상 간편한  ??서울식 쇠고기보양식서울식 쇠고기보양식은국물이진국?쇠고기양지와 사골베이스로깊고 진하면서 칼칼한국물맛이 일품이랍니당고기도 풍부하고 얼갈이배추 토란대등이들어있어든든한보양식밥말아먹으면 밥 한끼뚝딱??다른반찬이 필요없었어욥 ??종로식 도가니탕진한사골육수에 쫄깃한도가니와 우건이듬뿍도가니가 잡내도없고 씹는맛이 매력적인 도가니요즘 무릎아팠는데몸보신 하네요??우건을 푹고아? 깊고진한국물이매력적이였습니다소면을추가해서 만들어먹으면좋을꺼같에요????의정부식 부대찌개의정부부식 부대찌개는칼칼한 김치국물베이스에햄과 소시지  두부가들어있어 풍부한 토핑??김치국물베이스라느끼지하지않고깔끔한 맛라면 떡 만두 당면등을추가로넣어 먹으면 더 맛있어욥입맛까다로운 울아빠밖에서 외식을하는걸싫어하시는데 집에서 오뚜기 탕국찌개맛보시고ㅋㅋㅋ더더욱외식ㅋㅋ안할꺼같에요맛있는음식 집에서 먹을수있다면서 온가족이 집에서 편안하게전국맛집 탐방???♀?집에서 맛있는음식을간편하게 먹을 수있어서너무좋아요역시 갓뚜기? 감사합니다ottogi_daily                        ,집|전국|맛집|투어|세상|서울|쇠고기|보양|서울|쇠고기|보양|은|국|물이|진국|쇠고기|양지|사골|베이스|칼|칼|한국|물|맛|얼|갈이|배추|토란|대등|한보|양식|밥|밥|끼|반찬|필요|어|욥|종로|도가니탕|진한|사골|육수|도가니|우|도가니|잡|내도|맛|매력|도가니|요즘|무릎|몸|보신|우|한국|물이|매력|소|면|을|추가|의정|부식|부대찌개|의정부|부식|부대찌개|칼|칼|김치|국물|베이스|햄|소시지|두부|토|핑|김치|국물|베이스|끔|맛|떡|만두|당면|추가|아빠|밖|외식|을|걸|집|오뚜기|집|있다|가족|집|편안|전국|맛집|탐방|집|음식|을|감사
  크리스마스보내고 계신가욤??크리스마스 파티엔맛있는 음식과 술이 필수??이번 크리스마스엔 티나라는 한국 전통주 칵테일을 마셔봤답니당티나는 신선한 국내산 딸기를 원료로만든 젊은 감각의 파티용한국 전통주로병의 하단 버튼을누르면 빛?이 들어오는칵테일이랍니당  병 자체가 조명 역할??분위기 낼 수 있는 파티주로  딱이에욤딸기 티나에 이어서상큼한 레몬맛 Y티나를새롭게 출시 했다고하니  송년회나  파티때 꼭 한번 마셔보세요??달달하니  맛있어요짝꿍이는  알쓰라  술을 잘 못마셔서탄산수를1대 1로  타서 먹으니샴페인같다고 좋아하더라구요 이쁘고 맛있는 한국전통주  강추합니다thankyou?? tina.insta.kr즐거운 메리크리스마스??,크리스마스|파티|음식|술|필수|이번|크리스마스|티나|한국|전통주|칵테일|답|당|티나|국내|딸기|원료|감각|파티|용|한국|전통주|병|버튼|빛|이|병|자체|조명|역할|분위기|파티|티나|이어|서|레몬|맛|티나|새|출시|송년회|파티|때|짝꿍|알|술|산수|샴페인|한국|전통주|강|.kr|메리|크리스마스
?????D-41  고르기 너무 어렵네영??이 시간까지 고르고있지만마음에 드는 사진이진짜 없음요...??남친 독사진이나많이 넣어줄라구요ㅋㅋㅋ전 건진게 별로없어서첫번째 피드는더브라이드스튜디오시그니처 포즈랍니당??이 드레스가무려 2천만원....가격이 후덜덜??언제 입어보까싶어서 드레스하나보고ㅋㅋ스튜디오 결정했답니당드레스상태는  최상 ????드레스 브랜드는   할게 너무 많아요??이런게 다 추억이겠지만...후남은 주말도 즐겁게 보내셔용?                                ,이|시간|마음|사진|이|진짜|남|친|독사|진|별로|없어|서|드레스|가격|후|결정|답|당|드레스|상태|최상|드레스|브랜드|게|추억|후남|주말
주말에피톤치드느끼러  갔어욥??강원도정선은코로나 청정지역입니당웅장한 산도많고 공기도 좋고재밌는 볼거리와할게 많더라구요천천히 ㅋㅋ올려보겠습니당??첫번째는강원도정선에서유명한폭포인데비가많이와야물이 많이쏟아진다고하네요ㅜㅜ아쉽자연폭포라엄청높아여????????물이많이 떨어져야멋있지만그래도힐링했네욥??                              ,주말|피톤치드|어|욥|강원도|정선|은|코로나|청정|지역|입|당|산도|공기|볼거리
남친이사준  ?  무스의조합?  원두사용하면서돈비싸게받는다고ㅋㅋ한번터지고나서엄청 맛있어졌어욥?탐앤탐스는빵종류가다 맛있어욥특히프레즐?피자도 새로나왔다던데ㅋㅋ조만간먹어봐야겠어욥??탐앤탐스에서 프레즐 종류중에서 고구마 프레즐이랑페퍼로니 프레즐을제일 좋아하는데 ㅎㅎ다들어떤프레즐 좋아하세욥??                        ,남|이|사주|무스|조합|어|욥|탐앤탐스|빵|종류|종류|고구마|하|욥
광명시장에맛집이많아서먹방투어했습니다..??광명시장간이유가 몇개있는데 그 중햄버거랑 칼국수가 궁금해서가봤습니당?햄버거 맛집이름은클로렐라햄버거이구요서민갑부ㅋㅋ본적이있어서 맛이 넘궁금했어요??햄버거 가격이2000원입니당대박이죠??야채(양파 당근 오이 양배추 상추) 파인애플.패티등등 아주 풍성하게들어 있어욥2천원이라는게말이안되는가격입니다 ??빵도 클로렐라로만들어서 건강한햄버거 입니당진짜 찐!찐!강추?하루 딱300개만만든다고하네욤 너무맛있어서순삭했어요????????재방문의사 100 %2번째먹은 음식은칼국수인데요원래 칼제비 먹으러간건데칼제비는 주말에 ㅜㅜ안한데요광명시장 맛집으로유명한홍두깨 칼국수이구요칼국수랑 잔치국수먹었어요ㅎㅎ??가격칼국수ㅡ3000원잔치국수ㅡ1500원요즘 이런가격있나요..?진짜 가격보고충격받았어요오래오래장사해주시길...?칼국수가저는 좀 더 맛있었어요ㅎㅎ국물이 진하더라구요손칼국수라 면발이쫄깃합니당??                                     ,광명시장|맛집|먹방|투어|광명시|장간|이유|햄버거|칼국수|습|당|햄버거|맛|넘|햄버거|가격|입|당|대박|야채|양파|당근|오이|양배추|상추|파인애플|패티|빵|클로렐라|로만|건강|햄버거|진짜|찌|강|추|하루|순|재|방문|의사|음식|은|칼국수|원래|칼|제비|칼|제비|주말|맛|집으로|유명한|홍두깨|칼국수|이구|요|칼국수|가격|진짜|가격|보고|충격|장사|해주시|길|칼국수|손|칼국수|면|발|합|당
  간만에  찜닭??얇은당면을 더좋아하는데당면은  다 맛있는것같에욥짭쪼름하니 밥비벼먹으면더맛있다능?맛점?                                  ,간만|당면|밥|맛|있다|능|맛
    안찍을 수없쥬?? 거울샷요기가 메인포토존이더라구요한국분들도많고현지인들도 많아서신기했어요ㅎㅎ현지인 커플 천국ㅋㅋ신기방기 사람사는건 다 똑같은것같에요??즐거운 불금 보내세요 ??,거울|샷|요기|메인|포토|존|국|현지인|커플|사람|금
   크리스마스??세월빨리가네욥                    ,크리스마스|세월|리가|욥
강원도양양에서낙산사는많이 가봐서새로운핫플  갔다왔어욥개인적으로바다를 끼고있는사찰을좋아해서너무너무마음에들었습니당?낙산사만큼 큰 사찰은아니지만아기자기하고바다로바로 이어져서너무  좋았던 곳이네욥짧지만즐거웠던양양 여행??바다는 언제나 좋아요~??입장료ㅡ공짜?넓은주차장도있어서 편했어욥                       ,강원도|양양|에|서|낙산사|어|욥|개인|바다|사찰|마음|습|당|낙산사|사찰|은|아니|지만|아기|자기|바다|곳|이|욥|양양|여행|바다|어|욥
    여수여행때낭만포차거리에서 여수삼합을 먹었어요분위기에 취하고맛에 취하고당일치기 인데알차게 보내고왔네욥??여수밤바다분위기쵝오하멜등대도이쁘고바다도이쁨??삼합은 고기와김치가너무맛있어요????적당히 매콤하고감칠맛있습니다문어도부드럽고전복도 싱싱하고새우도싱싱해서ㅋㅋ맛있게먹었습니다??여수오시면꼭ㅋㅋ낭만포차거리 추천이욥???♀?술이 술술들어감~??가격??삼합 ㅡ39000원                           ,여수|여행|때|낭만|포차|거리|여수|삼|합|분위기|맛|당일치기|고기|김치|매콤|감칠맛|어도|전복|추천|이|욥|술|가격|삼|합
주말에 칼질했어요??급스테이크가 먹고싶어서 짝궁이랑??   레스토랑이라저희가ㅋㅋ즐겨먹는 식당입니당?저흰비프온더스톤부채살스테이크ㅡ24500원새우날치알크림스파게티ㅡ17900원통오징어먹물필라프ㅡ16900원요렇게ㅋㅋ3개먹었습니당진짜실패없는 메뉴였습니당?스테이크는 입에서살살녹구요 미둠 레어라  대표 스파게티라할 수 있어요꾸덕한 크림스파게티거기에 싱싱한 새우4마리오통통하면서 진짜 맛있어요??통오징어먹물필라프는오징어가??맛있어요오징어소스가 약간매운소스인데추가로 주시더라구용ㅎㅎ밥이랑 살짝 비벼먹으니ㅋㅋ느끼함이 사라졌습니당??가격도착하고  포인트사용하고 저렴하게 먹었네요담에또 방문해야겠어욥ㅎㅎ                                      ,주말|칼질|급|스테이크|짝|궁|이랑|메뉴|습|당|스테이크|입|미|레어|대표|스파게티|라하|요꾸|덕|크림|스파게티|새우|마리오|통|통|오징어|먹물|필라프|오징어|맛|오징어|소스|소스|추가|습|당|가격|도착|포인트|사용|담
  이국적이고 이뻤지만실내도 이쁜 카페??통유리로 둘러져있어목포가 한눈에다보이는곳??자연과 어우러진유달산장 카페제가 앉은 자리가제일 인기있는자리????저는 평일에 가서사람없어서 좋았는데주말이면자리 싸움 날꺼 같에요??앉을수 있는 공간이 많이 없어요 목포 신상 카페유달산장  평일 강추???♀?,이국|카페|통유리|목|포|한눈|곳|자연|유달산|장|카페|제가|자리|가제|일|인기|자리|평일|사람|주말|이면|자리|싸움|날|공간|목포|신상|카페|유달산|장|일 강|추
요즘 최애 커플템 모자신행가서 비니 잃어버려서 속상했는데판교현백에서 짝꿍이가?? 사줬어요너무 고마워잉?잘쓰고 다닐겡아주 따숩따리?더현대서울 yp하우스만큼판교점yp하우스도이쁘게 꾸며져 있었어요:)하이메아욘 작품 너무 이뻐요시그니처음료  더패션에이드를먹었는데 너무 맛있음공짜라 더 맛있는것도있지만ㅋㅋㅋㅋㅋㅋ카페에서 팔면 돈주고 사먹고싶을 정도에욤  강츄????다사다난 했던 2021년도 이제 끝이네요ㅎㅎ시간이 너무 빨리간 것 같에요한살 더  나이먹고 유부녀라 슬프네영??ㅋㅋㅋㅋㅋㅋㅋㅋㅋ다가오는2022년새해모두 행복하시고  건강하시길 기원합니당??새해 복 많이받으세요???♀?,요즘|애|모자|신행|비니|교현|백|짝꿍|하우스|판교|하우스|하이|작품|더|패션|에이드|공짜|돈|사|나이|유부녀|행복|건강|기원|합|당|새해|복
간만에 바다??군산선유도 몽돌해수욕장모래해수욕장보단몽돌해수욕장이 더 좋은것같에요ㅋㅋㅋㅋㅋㅋㅋㅋ여름에 못가본 해수욕장폐장하고왔네영??내년 여름을 기약해야겠어여ㅠㅡㅠ,간만|바다|군산|선유도|몽|돌|해수욕장|모래|해수욕|장보|단|몽|돌|해수욕장|못가|해수욕장|장|내년|여름
요즘같이더운날1일1빙ㅋㅋㅋ이쥬오늘 연남동놀러와서초코빙수를먹었어요??17도씨라는수제 초콜릿전문점에서먹었답니당???가격오리지널 초콜릿빙수 17000원적당하게달고진한 초코향을느끼실 수있어요부드러운초콜릿빙수??토핑올려 먹는재미가 있답니당초콜릿전문점에서초코빙수 한 그릇ㅋㅋ드셔보세욤??                             ,연남동|놀|러|와서|초코|빙수|초콜릿|전문점|답|당|가격|오리지널|초콜릿|빙수|한|초코|향|초콜릿|빙수|토|재미|합|당|초콜릿|전문점|에|서|초코|빙수
   긴린코호수 근처 신사가 있는데물 위에 떠  있는도리이?? 가신기해서가봤어요:)짝꿍이 안 간다는거꼬셔서 갔는데안 왔으면 후회할 뻔호수 위에 도리이모습이 너무 멋있고운치가 있는 풍경임햇살에 따라사진들이 느낌이 달라욤긴린코호수 산책하시면서꼭 텐소신사 구경 해보세요???♀????긴린코호수Yufuincho Kawakami Yufu 879-5102 Oita Prefecture,린|코|호수|근처|신사|물|위|도리이|짝꿍|후회|호수|위|도리이|모습|운치|풍경|임|햇살|사진|느낌|산책|텐|소|신사|구경|린|코|호수
헬요일시작..한주가또 시작됩니다??주말에맛있는 빵집을발견했어요북한산 오늘제빵소라는카페를갔습니다요기는특이하게 카페안에폭포가 있는 베이커리카페입니다^^아메리카노가기가막히게맛있어요??자몽에이드도진짜자몽을넣어서 상큼하고청렴감이 느껴짐이집카페빵중 가장인기있는마늘빵??강추가격이 쫌비싸요밥값보다...비쌈후덜덜??아메리카노6000원자몽에이드8000원마늘빵 6900원레몬요거트마카롱 3000원살구파이4900원요즘빵값음료값이넘 비싸네요ㅜㅜ이럴때마다돈 많이벌어야겠다는다짐을 한번해봅니다??                                          ,요일|시작|한|주가|시작|주말|빵집|을|발견|요|북한산|오늘|빵|소|카페|특이|카페|안|폭포|베이커리|카페|아메리카노|기가|자몽|에이드|도|진짜|자몽|청렴|감|짐|이집|카페|빵|가장|인기|마늘빵|강|추|가격|밥값|후|아메리카노|6000|원자|몽|에이드|마늘빵|살구|파이|요즘|빵|값|음료|값|이|넘|다짐|한번
가을은먹거리가많아서 너무 좋아요요즘쭈꾸미 와 굴이 제철인가봐욥?쭈꾸미는봄이 제철인줄알았는데가을에도쭈꾸미가많이나온데욥ㅎ겨울은알다시피굴이ㅋㅋ제철이라많이나오는거 알았는데쭈꾸미는가을도제철인줄ㅋㅋ몰랐어욥??쭈꾸미를살짝데쳐서초고추장에찍어먹으면미치쥬??넘넘맛있어어욥야들야들한쭈꾸미 많이씹지도않았는데그냥 목구멍으로스ㅡ윽넘어가네욥ㅎㅎ그만큼부드럽다는거??굴도 데쳐서먹어도좋지만전  생굴을초고추장에찍어먹는걸좋아해서??그냥 먹었는데도비리지않고넘 맛있어요????????굴은 칼슘과아연이 풍부한완전식품인거다들ㅋㅋ아시죠ㅎㅎ바다의 우유그 만큼영양성분이어마어마하답니당?이제점점추어지는데집에서ㅋㅋ술안주로같이 드셔보세욥??                              ,가을|은|먹거리|굴|전|생|초고|추장|걸|굴|칼슘|아연|우유|드|보세|욥
   수제화 신어봤어요기성제품만 신어봤지수제화는 처음 이라기분이 설레더라구요??가죽도 부드럽고 디자인도깔끔해서 대만족??일단 착화감이 예술너무너무 편해서깜짝 놀랐어요신발이 매우 가볍고 발바닥이 편해요마치 신발 안신은 기분오래 걸어도발이 안아플꺼같에요    평생 무상a/s까지 보증하니신발 한개를 사도평생 신을수 있어서 좋은것같에요지쎄는  30년이상의 장인분들이한땀한땀 제작해서 착화감과 품질이  뛰어나니 명품수제화  필요하시면 지쎄 수제화 추천합니다???♀?                   ,제화|기성|제품|제화|처음|라|기분|가죽|디자인|도|만족|일다|착|감|예술|신발|발바닥|신발|안|신|기분|오래|어도|발|평생|무상|보증|하니|신발|사도|평생|30년|이상의|장인|한|땀|한|땀|제작|착|화|감과|품질|명품|제화|필요|제화|추천
   산더미 덮밥 전문점한번 맛보고 너무 맛있어서 또 방문한 했어욥이번엔연남점 유경당고기파인 남친은스테이크 덮밥저는 새우덕후라서이번엔 갈릭버터통새우덮밥을 시켜봤어영 역시 산더미덮밥st답게 토핑이 아주 많이 올라와있쮸밥만 많이 있는덮밥은 싫어해욤 ??탑같이 쌓아올린갈릭버터통새우새우도 칵테일 새우 아니쥬중대하 사이즈새우가 올라와있구요센스있게등쪽에 칼집내주어양념이 잘 스며들어서고소하니 넘넘 맛있어요스테이크덮밥은 고기가 부드럽고살짝 불맛나고 고기양이많아서  좋았어요 연트럴파크 맛집퓨전음식 전문점 가성비있는 맛집 추천합니다 !!?포장배달도가능한 맛집너무 좋아요?? 회사앞에도있었으면좋겠네용                         ,산더미|덮밥|전문점|한|방문|어|욥|이번|연|남|유|경당|고기|파이|남|은|스테이크|덮밥|저|새우|덕|후|이번|릭|버터|새우|덮밥|산더미|덮밥|답|게|토|핑|덮밥|탑|릭|버터|새우|새우|칵테일|새우|아니|쥬|대하|사이즈|새우|센스|칼집|주어|양념|고소|스테이크|덮밥|고기|맛나|고기|양이|연|파크|맛집|퓨전|음식|전문점|가성|비|맛집|추천|!!|포장|배달|도|맛집|회사|앞
한국에서국보를 가장많이 갖고있는 절  피드는  석탑국보 21호  제 20호일반 석탑과 다르게엄청 정교해요:)다보탑 앞에서는엄마랑 셋이서찍었는데 다음 친정여행땐삼각대 가져가야겠어요아빠랑  다같이사진찍을수있게??1%프로 아쉬움이...ㅎㅎ교과서에서만보던 석탑들을실제로 보니너무 신기했어요??경주가면무조건 불국사는필수코스로 추천합니당??오늘은 즐거운 불금이번주는 시댁에가려구요??즐거운 주말보내세용??,한국|국보|절|피드|석탑|국보|호일|반|석탑|다보|탑|앞|엄마|이서|다음|친정|여행|삼각대|아빠|사진|프로|석탑|을|보니|경주|가면|불국사|필수|코스|추천|합|당|오늘|금|이번|주말|보|내세
    돼지갈비집 발견??   15000원돼지갈비는 진짜 잘타서계속 뒤집어줘야하는데참나무본가 돼지갈비는하나도 타지않아서너무 좋았어욥~~물론 짝궁이가 기똥차게 고기를 잘굽는 스킬도있지만  고기자체가 잘안타요그이유는 바로참나무장작으로 초벌해서나온다는 점 ??고기가 미침윤기좔좔너무 부드럽고양념도 맛있고너무짜지도않고너무달지도않는환상의 돼지갈비 송추농원에서 산야초액을6년간 직접숙성시켜서만든천연양념? 이라 더 맛있는것같에욥매장도 넓고주차장도넓어요단골 예약 각???♀?완전 강추강추??여태먹은돼지갈비맛집 top3 에들어욥요기1등 ??고기엔 진심???♀?                                  ,돼지갈비|집|발견|돼지갈비|참나무|본가|돼지갈비|어|욥|물론|짝|궁|이|고기|스키|고기|자체|타요|이유|바로|참나무|장작|초벌|고기|미|침윤|양념|환상|돼지갈비|송|추|농원|산야|액|직접|숙성|천연|양념|주차장|단골|예약|각|완전|강|추|강|추|여태|돼지갈비|맛집|에|어|욥|요기|고기|진심
설연휴 오사카여행   아직 끝나지 않은 교토 ??1일 코스라  갔다가  갔다가     알찬  코스로 다음 피드는청수사(  남편이랑  새해 운수뽑기?이런걸 했는데  저는 대길이나왔어요??남편은 그냥  길 ㅋㅋㅋㅋㅋㅋ누가누가 더 운이좋은가  보자면서 뽑았는데저한테  대길이 나왔떠라구욤??남편을 이긴 기분이라 더 좋았음??역시 운은 타고나야하나 봐여??믿거나 말거나 지만ㅋㅋ전믿어요ㅋㅋㅋㅋㅋㅋㅋ금각사 가셔서 운세뽑기도해보세요ㅎ,설|연휴|오사카|여행|교토|코스|코스|다음|피|청|수사|남편|이랑|새해|운수|뽑기|길이|남편|길|운|길이|기분|운
오늘같이 더운날딱인  과일빙수좋아해서   ??가격 사악하지만맛있으면  상관없다는주의ㅋㅋㅋ  30000원  15000원브라우니도입에서  살살 녹아요순삭??위에 이쁘게 과일도 올라가고크림소스도 맛있고또 방문하고싶은    주말보내셔용??                                 ,오늘|날|과일|빙수|가격|사악|브라우니|도입|녹|아|요순|위|과일|크림|소스|방문|주말
